CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_baucumjoseph_output_02_jb,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907143,GEORGE E KELLY EL,REGULAR INSTRUCTIONAL,,1026 THOMPSON PL,SAN ANTONIO,TX,78226-1495,1026 THOMPSON PL,SAN ANTONIO,TX,78226-1495,(210) 223-6962,(210) 223-9065,kellyel@saisd.net,,MS CLAUDIA RAMOS   ,'EE-05,281,Active, ,2015-03-14T05:34:59,11,USCGeocoder,1,16,eaf08623-3ae7-454d-8fe4-b059cc68c5d1,4.01,,29.3951653787,-98.5404669606,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4244.67047337,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907144,SARAH S KING EL,REGULAR INSTRUCTIONAL,,1001 CERALVO ST,SAN ANTONIO,TX,78207-7199,1001 CERALVO ST,SAN ANTONIO,TX,78207-7199,(210) 433-2231,(210) 433-6477,kingel@saisd.net,,MS LISA FROST GARCIA   ,'EE-05,433,Active, ,2015-03-14T05:34:59,12,USCGeocoder,1,47,c7fa3548-b7ed-408d-ba50-2f73ba777b3b,4.01,,29.4075658963,-98.5365052711,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4761.68528097,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907146,LAMAR EL,REGULAR INSTRUCTIONAL,,201 PARLAND PL,SAN ANTONIO,TX,78209-6530,201 PARLAND PL,SAN ANTONIO,TX,78209-6530,(210) 822-7823,(210) 822-7874,lamarel@saisd.net,,MR BRIAN SPARKS   ,'EE-05,226,Active, ,2015-03-14T05:34:59,13,USCGeocoder,1,47,211710ae-c34e-4331-bd11-5e653a20d989,4.01,,29.4584757816,-98.465657239,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2222.9000005,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907147,BOWDEN EL,REGULAR INSTRUCTIONAL,,515 WILLOW ST,SAN ANTONIO,TX,78202-1297,515 WILLOW ST,SAN ANTONIO,TX,78202-1297,(210) 226-3601,(210) 226-8150,bowdenel@saisd.net,,ANITA O'NEAL   ,'EE-05,512,Active, ,2015-03-14T05:34:59,14,USCGeocoder,1,31,27aa321e-6944-4f66-8ec8-373a804d71d7,4.01,,29.4316239066,-98.468810778,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,3109.22525002,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907148,MADISON EL,REGULAR INSTRUCTIONAL,,2900 W WOODLAWN AVE,SAN ANTONIO,TX,78228-5099,2900 W WOODLAWN AVE,SAN ANTONIO,TX,78228-5099,(210) 736-3323,(210) 736-3356,madisonel@saisd.net,,MS BARBARA BLACK   ,'EE-05,660,Active, ,2015-03-14T05:34:59,15,USCGeocoder,1,16,29f30867-fb7b-4cc1-aeda-93866246d7c8,4.01,,29.4562621062,-98.5503682422,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,8121.24682621,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907149,MARGIL EL,REGULAR INSTRUCTIONAL,,1000 PEREZ ST,SAN ANTONIO,TX,78207,1000 PEREZ ST,SAN ANTONIO,TX,78207,(210) 223-5187,(210) 223-4984,margilel@saisd.net,,MS MARIA E AVILA   ,'EE-05,519,Active, ,2015-03-14T05:34:59,16,USCGeocoder,1,16,5da804c6-e48c-4dc5-91e1-966343fd683f,4.01,,29.4329897016,-98.5137190611,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2513.1657333,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907150,MAVERICK EL,REGULAR INSTRUCTIONAL,,107 RALEIGH PL,SAN ANTONIO,TX,78201-3113,107 RALEIGH PL,SAN ANTONIO,TX,78201-3113,(210) 735-5461,(210) 735-2444,maverickel@saisd.net,,LAURA ROBERTS   ,'EE-05,688,Active, ,2015-03-14T05:34:59,17,USCGeocoder,1,16,a0edae66-8653-4be1-ba0d-302b8d5a05a6,4.01,,29.4778883216,-98.5462345497,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,5795.41056685,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907153,DORIE MILLER EL,REGULAR INSTRUCTIONAL,,207 LINCOLNSHIRE DR,SAN ANTONIO,TX,78220-3199,207 LINCOLNSHIRE DR,SAN ANTONIO,TX,78220-3199,(210) 333-0521,(210) 333-0563,millerel@saisd.net,,MS NIKKI FOLEY-DEMBY   ,'EE-05,353,Active, ,2015-03-14T05:34:59,18,USCGeocoder,1,31,36765884-297b-4520-935f-cdb10503494a,4.01,,29.4113164146,-98.4387805503,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4321.96215779,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907155,NEAL EL,REGULAR INSTRUCTIONAL,,3407 CAPITOL AVE,SAN ANTONIO,TX,78201-2503,3407 CAPITOL AVE,SAN ANTONIO,TX,78201-2503,(210) 735-0791,(210) 735-0839,nealel@saisd.net,,MS VENUS MEDINA   ,'EE-05,633,Active, ,2015-03-14T05:34:59,19,USCGeocoder,1,31,b9433a25-9582-48aa-a74e-dd8446825067,4.01,,29.4841271341,-98.5135782169,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2422.00969336,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907156,NELSON EL,REGULAR INSTRUCTIONAL,,1014 WAVERLY AVE,SAN ANTONIO,TX,78201-6095,1014 WAVERLY AVE,SAN ANTONIO,TX,78201-6095,(210) 733-9631,(210) 733-9933,nelsonel@saisd.net,,MS CYNTHIA ANN PEREZ   ,'EE-05,415,Active, ,2015-03-14T05:34:59,20,USCGeocoder,1,47,86d58332-b18f-4c3c-b80b-160269e26890,4.01,,29.4475381812,-98.5275359749,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2630.26711662,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907157,OGDEN EL,REGULAR INSTRUCTIONAL,,2215 LEAL ST,SAN ANTONIO,TX,78207-2099,2215 LEAL ST,SAN ANTONIO,TX,78207-2099,(210) 432-8641,(210) 432-0755,ogdenel@saisd.net,,GRACIELA DE LA GARZA   ,'EE-05,276,Active, ,2015-03-14T05:34:59,21,USCGeocoder,1,16,965d9c68-5e1b-4c7c-867f-089a6a5ed64f,4.01,,29.4363631172,-98.5366415813,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2803.6648792,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907158,PERSHING EL,REGULAR INSTRUCTIONAL,,600 SANDMEYER ST,SAN ANTONIO,TX,78208-1699,600 SANDMEYER ST,SAN ANTONIO,TX,78208-1699,(210) 226-4623,(210) 226-4656,pershingel@saisd.net,,MS KATHLEEN ST CLAIR   ,'EE-05,424,Active, ,2015-03-14T05:34:59,22,USCGeocoder,1,16,a83c8117-de76-4eae-b7a1-21a6b7ac9b41,4.01,,29.4405267724,-98.4539296293,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2440.5053848,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907160,RIVERSIDE PARK EL,REGULAR INSTRUCTIONAL,,202 SCHOOL ST,SAN ANTONIO,TX,78210-3940,202 SCHOOL ST,SAN ANTONIO,TX,78210-3940,(210) 534-6951,(210) 534-6987,riversideparkel@saisd.net,,HOMER RIVERA   ,'EE-05,395,Active, ,2015-03-14T05:34:59,23,USCGeocoder,1,16,164c5b06-c6a5-4cd8-909b-836cd5b57eb1,4.01,,29.3887533077,-98.4819803774,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,1131.52923367,Meters,3,StreetSegmentInterpolation
'015,BEXAR COUNTY,'20,'015907,SAN ANTONIO ISD,INDEPENDENT,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,(210) 554-2200,(210) 299-5580,superintendent@saisd.net,www.saisd.net/,DR SYLVESTER PEREZ   ,53750,'015907161,ROGERS EL,REGULAR INSTRUCTIONAL,,620 MCILVAINE,SAN ANTONIO,TX,78212-1898,620 MCILVAINE,SAN ANTONIO,TX,78212-1898,(210) 734-5721,(210) 734-4026,rogersel@saisd.net,,JEANETTE VASQUEZ   ,'EE-05,689,Active, ,2015-03-14T05:34:59,24,USCGeocoder,1,63,17ad04f8-2fd9-4ff5-8a55-919793446377,4.01,,29.4732105587,-98.5020717699,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,5869.05879958,Meters,3,StreetSegmentInterpolation
