CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_adschrubbe_output_13_as,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'159,MAVERICK COUNTY,'20,'159901,EAGLE PASS ISD,INDEPENDENT,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,(830) 773-5181,(830) 773-7252,ssnyder@eaglepassisd.net,www.eaglepassisd.net,MR GILBERTO GONZALEZ   ,15076,'159901104,DENA KELSO GRAVES EL,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,720 KELSO DR,EAGLE PASS,TX,78852-4099,(830) 758-7043,(830) 758-0342,skoenig@eaglepassisd.net,,SANDRA KOENIG   ,'EE-06,526,Active, ,2015-03-14T05:35:00,210,USCGeocoder,47,1,4.01,,57b53f4f-94f3-4c61-aa22-96a1f75bfaed,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2805.439554,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.71456103,-100.4868541,Exact
'159,MAVERICK COUNTY,'20,'159901,EAGLE PASS ISD,INDEPENDENT,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,(830) 773-5181,(830) 773-7252,ssnyder@eaglepassisd.net,www.eaglepassisd.net,MR GILBERTO GONZALEZ   ,15076,'159901105,NELLIE MAE GLASS ELEMENTARY,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,1501 BOEHMER AVE,EAGLE PASS,TX,78852-3599,(830) 758-7041,(830) 773-5989,,,MRS ROSANNA RIOS-BENAVIDES   ,'01-06,536,Active, ,2015-03-14T05:35:00,211,USCGeocoder,47,1,4.01,,9d7a8acf-4d1d-4348-8ad8-1e677419aa91,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1329.635633,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.72490965,-100.4923262,Exact
'159,MAVERICK COUNTY,'20,'159901,EAGLE PASS ISD,INDEPENDENT,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,(830) 773-5181,(830) 773-7252,ssnyder@eaglepassisd.net,www.eaglepassisd.net,MR GILBERTO GONZALEZ   ,15076,'159901106,ROBERT E LEE ELEMENTARY,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,300 S MONROE ST,EAGLE PASS,TX,78852-5199,(830) 758-7062,(830) 773-3471,,,BLANCA MUZQUIZ   ,'01-06,416,Active, ,2015-03-14T05:35:00,212,USCGeocoder,47,1,4.01,,30a44ff5-b636-4cf4-913b-f06b5ad8c136,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3113.29967,LinearInterpolationAddressRange,StreetSegment,95.85798817,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.70851626,-100.5005081,Relaxed
'159,MAVERICK COUNTY,'20,'159901,EAGLE PASS ISD,INDEPENDENT,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,(830) 773-5181,(830) 773-7252,ssnyder@eaglepassisd.net,www.eaglepassisd.net,MR GILBERTO GONZALEZ   ,15076,'159901111,BENAVIDES HEIGHTS EL,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,1750 MESA DR,EAGLE PASS,TX,78852-5400,(830) 758-7006,(830) 758-0216,vsoto-gonzalez@eaglepassisd.net,,MRS VERONICA SOTO-GONZALEZ   ,'EE 01-06,339,Active, ,2015-03-14T05:35:00,216,USCGeocoder,16,1,4.01,,16ded5d5-d3da-45fa-84ff-89727d2301c2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7301.204803,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.69790727,-100.4940355,Exact
'159,MAVERICK COUNTY,'20,'159901,EAGLE PASS ISD,INDEPENDENT,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,(830) 773-5181,(830) 773-7252,ssnyder@eaglepassisd.net,www.eaglepassisd.net,MR GILBERTO GONZALEZ   ,15076,'159901112,EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,636 KELSO DR,EAGLE PASS,TX,78852-4399,(830) 758-7027,(830) 757-1153,lsandoval@eaglepassisd.net,,LETICIA SANDOVAL   ,'EE-KG,496,Active, ,2015-03-14T05:35:00,217,USCGeocoder,16,1,4.01,,a9e93b21-883f-45b8-8440-5a15fd43c2d4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2360.038847,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.71374244,-100.4868628,Exact
'159,MAVERICK COUNTY,'20,'159901,EAGLE PASS ISD,INDEPENDENT,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,1420 EIDSON RD,EAGLE PASS,TX,78852-5604,(830) 773-5181,(830) 773-7252,ssnyder@eaglepassisd.net,www.eaglepassisd.net,MR GILBERTO GONZALEZ   ,15076,'159901119,KENNEDY EL,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,1610-B DEL RIO BLVD,EAGLE PASS,TX,78852,(830) 758-7189,(830) 758-7192,lgruiz@eaglepassisd.net,,MRS LISA G RUIZ   ,'EE-KG,408,Active,2000-07-25,2015-03-14T05:35:00,223,USCGeocoder,16,1,4.01,,133f6cee-a324-47c2-afb7-cdab74eb40a6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5749.492989,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.72753127,-100.4967438,Exact
'160,MCCULLOCH COUNTY,'15,'160901,BRADY ISD,INDEPENDENT,1003 W 11TH ST,BRADY,TX,76825-4527,1003 W 11TH ST,BRADY,TX,76825-4527,(325) 597-2301,(325) 597-3984,jclawson@bradyisd.org,www.bradyisd.org,JOHNNY CLAWSON   ,1242,'160901002,ALTER ED PROG,DAEP INSTRUCTIONAL,,1003 W 11TH ST,BRADY,TX,76825-4527,607 W 11TH,BRADY,TX,76825-4527,(325) 597-2170,(325) 597-7396,techdept@bradyisd.org,www.bradyisd.org,MR HOLLIS MOORE   ,'06-12,0,Active,1996-07-01,2015-03-14T05:35:00,228,USCGeocoder,94,1,4.01,,b418a426-fb6a-4361-9f1f-c2591d35a1a5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1935.446435,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.12615467,-99.33943519,Relaxed
'160,MCCULLOCH COUNTY,'15,'160901,BRADY ISD,INDEPENDENT,1003 W 11TH ST,BRADY,TX,76825-4527,1003 W 11TH ST,BRADY,TX,76825-4527,(325) 597-2301,(325) 597-3984,jclawson@bradyisd.org,www.bradyisd.org,JOHNNY CLAWSON   ,1242,'160901101,BRADY EL,REGULAR INSTRUCTIONAL,,1003 W 11TH ST,BRADY,TX,76825-4527,205 W CHINA ST,BRADY,TX,76825-5330,(325) 597-2590,(325) 597-0490,techdept@bradyisd.org,www.bradyisd.org,MS ANGELA BIERMAN   ,'EE-05,603,Active, ,2015-03-14T05:35:00,230,USCGeocoder,47,1,4.01,,4d33779f-1a6a-4e6a-8342-f2041807bbdd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2716.719007,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.11109364,-99.33774595,Exact
'160,MCCULLOCH COUNTY,'15,'160905,LOHN ISD,INDEPENDENT,P O BOX 277,LOHN,TX,76852-0277,1112 FM 504,LOHN,TX,76852-0277,(325) 344-5749,(325) 344-5789,lfreeman@lohnisd.net,www.lohnisd.net,MR LEON FREEMAN   ,127,'160905001,LOHN SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 277,LOHN,TX,76852-0277,1112 FM 504,LOHN,TX,76852-0277,(325) 344-5749,(325) 344-5790,scoston@lohnisd.net,www.lohnisd.net,DAVID DILLARD   ,'PK-12,127,Active,1978-09-01,2015-03-14T05:35:00,232,USCGeocoder,31,1,4.01,,defe02bb-a694-4f1a-9cb1-46cb9f955e37,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3806.573867,LinearInterpolationAddressRange,StreetSegment,96.03550296,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.32067764,-99.41037921,Relaxed
'161,MCLENNAN COUNTY,'12,'161801,WACO CHARTER SCHOOL,CHARTER,615 N 25TH ST,WACO,TX,76707-3443,615 N 25TH ST,WACO,TX,76707-3443,(254) 754-8169,(254) 754-7389,johnkey@centexbiz.rr.com,,MR JOHN KEY   ,223,'161801101,WACO CHARTER SCHOOL,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,615 N 25TH ST,WACO,TX,76707-3443,615 N 25TH ST,WACO,TX,76707-3443,(254) 754-8169,(254) 754-7389,eoacwaco@calpha.com,www.eoawaco.org,MS SABRINA GRAY   ,'PK-05,223,Active,1996-04-17,2015-03-14T05:35:00,233,USCGeocoder,63,1,4.01,,f333bd19-3452-49e2-9e88-b1695190f6f5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2924.67664,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.54431878,-97.15463486,Exact
'161,MCLENNAN COUNTY,'12,'161802,RAPOPORT ACADEMY PUBLIC SCHOOL,CHARTER,1020 ELM AVE BLDG 100,WACO,TX,76704,2000 J J FLEWELLEN,WACO,TX,76704,(254) 754-8000,(254) 754-8002,aneumann@rapoportacademy.com,,DR ALEXIS LEIGH NEUMANN   ,783,'161802103,RAPOPORT ACADEMY EL - NORTH CAMPUS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2200 MAC ARTHUR DR,WACO,TX,76708,2200 MAC ARTHUR DR,WACO,TX,76708,(254) 754-8000,(254) 754-8002,hfranks@rapoportacademy.com,,HEATHER FRANKS   ,'PK-04,201,Active,2012-08-06,2015-03-14T05:35:00,237,USCGeocoder,0,1,4.01,,262a1682-5d75-4a16-89de-3cab49dcb489,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3078.461204,LinearInterpolationAddressRange,StreetSegment,96.00591716,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.55590148,-97.1776219,Relaxed;Soundex
'161,MCLENNAN COUNTY,'12,'161807,HARMONY SCIENCE ACAD (WACO),CHARTER,1900 N VALLEY MILLS DR,HOUSTON,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsawaco.org,DR SONER TARIM   ,8633,'161807007,HARMONY SCIENCE ACADEMY- FORT WORTH,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,5651 WESTCREEK DR,FORT WORTH,TX,76133,5651 WESTCREEK DR,FORT WORTH,TX,76133,(817) 263-0700,(817) 263-0705,ecaglar@harmonytx.org,www.hsawaco.org,MRS ANGELA KNAPP   ,'KG-12,638,Active,2014-08-11,2015-03-14T05:35:00,244,USCGeocoder,16,1,4.01,,061c990a-9f25-41f2-90d5-20f98c7daeab,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2286.706791,LinearInterpolationAddressRange,StreetSegment,88.01775148,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.66366967,-97.36180293,Relaxed
'161,MCLENNAN COUNTY,'12,'161807,HARMONY SCIENCE ACAD (WACO),CHARTER,1900 N VALLEY MILLS DR,HOUSTON,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsawaco.org,DR SONER TARIM   ,8633,'161807009,HARMONY SCIENCE ACADEMY - EULESS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,701 S INDUSTRIAL BLVD STE 115,EULESS,TX,76040,701 S INDUSTRIAL BLVD STE 115,EULESS,TX,76040,(817) 354-3000,(817) 354-3008,mayakanat@harmonytx.org,www.hsaeuless.org,MR MERT AYKANAT   ,'KG-12,607,Active,2014-08-11,2015-03-14T05:35:00,246,USCGeocoder,31,1,4.01,,9925cca0-0999-4c07-99cb-fd8a60030b2d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2398.714521,LinearInterpolationAddressRange,StreetSegment,88.01775148,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.82862801,-97.09956385,Relaxed
'161,MCLENNAN COUNTY,'12,'161807,HARMONY SCIENCE ACAD (WACO),CHARTER,1900 N VALLEY MILLS DR,HOUSTON,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsawaco.org,DR SONER TARIM   ,8633,'161807012,HARMONY SCHOOL OF INNOVATION- EULESS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,701 S INDUSTRIAL BLVD STE 105,EULESS,TX,76040,701 S INDUSTRIAL BLVD STE 105,EULESS,TX,76040,(817) 354-3000 ext:300 ,(817) 354-3008,ecaglar@harmonytx.org,www.hsawaco.org,MRS SERENA JACKSON   ,'KG-12,630,Active,2014-08-11,2015-03-14T05:35:00,249,USCGeocoder,16,1,4.01,,38d03210-82cc-4158-9e94-c2034f73a626,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2398.714521,LinearInterpolationAddressRange,StreetSegment,88.01775148,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.82862801,-97.09956385,Relaxed
'161,MCLENNAN COUNTY,'12,'161901,CRAWFORD ISD,INDEPENDENT,200 PIRATE DR,CRAWFORD,TX,76638-0120,200 PIRATE DR,CRAWFORD,TX,76638-0120,(254) 486-2381,(254) 486-2198,khall@crawford-isd.net,,DR KENNETH HALL   ,586,'161901001,CRAWFORD H S,REGULAR INSTRUCTIONAL,,200 PIRATE DR,CRAWFORD,TX,76638-0120,200 PIRATE DR,CRAWFORD,TX,76638-0120,(254) 486-2381,(254) 486-2198,dharris@crawford-isd.net,,MR MONTE PRITCHETT   ,'07-12,280,Active, ,2015-03-14T05:35:00,250,USCGeocoder,16,1,4.01,,27f2a7fe-5a86-4ebf-b493-bac8896e1f30,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1843.70094,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.53212224,-97.45037515,Exact
'161,MCLENNAN COUNTY,'12,'161901,CRAWFORD ISD,INDEPENDENT,200 PIRATE DR,CRAWFORD,TX,76638-0120,200 PIRATE DR,CRAWFORD,TX,76638-0120,(254) 486-2381,(254) 486-2198,khall@crawford-isd.net,,DR KENNETH HALL   ,586,'161901101,CRAWFORD EL,REGULAR INSTRUCTIONAL,,100 LEONARD LOVE DR,CRAWFORD,TX,76638-0120,200 PIRATE DR,CRAWFORD,TX,76638-0120,(254) 486-9083,(254) 486-9085,lstout@crawford-isd.net,,MRS LINDA STOUT   ,'EE KG-06,302,Active, ,2015-03-14T05:35:00,253,USCGeocoder,16,1,4.01,,0e063d5c-c5dd-4c10-99d0-949fc4ed306f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1843.70094,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.53212224,-97.45037515,Exact
'161,MCLENNAN COUNTY,'12,'161903,MIDWAY ISD,INDEPENDENT,13885 WOODWAY DR,WOODWAY,TX,76712-0000,13885 WOODWAY DR,WOODWAY,TX,76712-0000,(254) 761-5610 ext:1101,(254) 761-5789,brenda.mattern@midwayisd.org,www.midwayisd.org,DR GEORGE KAZANAS   ,7664,'161903004,CHALLENGE ACADEMY,JJAEP INSTRUCTIONAL,,3805 S 3RD ST,WACO,TX,76706-4144,3805 S 3RD ST,WACO,TX,76706-4144,(254) 754-0803,(254) 754-6029,,,MR CHRIS RANKIN   ,'04-12,6,Active,1996-04-01,2015-03-14T05:35:00,255,USCGeocoder,78,1,4.01,,221fb6c8-3845-4783-aaea-c9e780ada4e7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5245.883828,LinearInterpolationAddressRange,StreetSegment,92.01183432,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.52820865,-97.09449904,Relaxed
'161,MCLENNAN COUNTY,'12,'161906,LA VEGA ISD,INDEPENDENT,400 E LOOP 340,WACO,TX,76705-3096,400 E LOOP 340,WACO,TX,76705-3096,(254) 299-6700,(254) 799-8642,sharon.shields@lavegaisd.org,www.lavegaisd.org,DR SHARON M SHIELDS   ,2974,'161906004,CHALLENGE ACADEMY,JJAEP INSTRUCTIONAL,,3805 S 3RD ST,WACO,TX,76706,3805 S 3RD ST,WACO,TX,76706,(254) 754-0803,(254) 754-6029,crankin@wacoisd.org,,MR CHRIS RANKIN   ,'03-12,0,Active,1996-04-01,2015-03-14T05:35:00,266,USCGeocoder,31,1,4.01,,ceb8e1e1-0033-46e1-b3dd-5f87dd1e4bce,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5245.883828,LinearInterpolationAddressRange,StreetSegment,96.00591716,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.52820865,-97.09449904,Relaxed
'161,MCLENNAN COUNTY,'12,'161906,LA VEGA ISD,INDEPENDENT,400 E LOOP 340,WACO,TX,76705-3096,400 E LOOP 340,WACO,TX,76705-3096,(254) 299-6700,(254) 799-8642,sharon.shields@lavegaisd.org,www.lavegaisd.org,DR SHARON M SHIELDS   ,2974,'161906103,LA VEGA INT H P MILES CAMPUS,REGULAR INSTRUCTIONAL,,4201 WILLIAMS RD,WACO,TX,76705,4201 WILLIAMS RD,WACO,TX,76705,(254) 799-5553,(254) 799-9738,Kristi.Rizo@lavegaisd.org,,MS KRISTI RIZO   ,'04-06,662,Active, ,2015-03-14T05:35:00,268,USCGeocoder,125,1,4.01,,fa8f68de-4cd7-425b-ad1c-1a9332a7364b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10831.32977,LinearInterpolationAddressRange,StreetSegment,93.98224852,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.59484984,-97.08349659,Relaxed
'161,MCLENNAN COUNTY,'12,'161906,LA VEGA ISD,INDEPENDENT,400 E LOOP 340,WACO,TX,76705-3096,400 E LOOP 340,WACO,TX,76705-3096,(254) 299-6700,(254) 799-8642,sharon.shields@lavegaisd.org,www.lavegaisd.org,DR SHARON M SHIELDS   ,2974,'161906106,LA VEGA PRI,REGULAR INSTRUCTIONAL,,4400 HARRISON,WACO,TX,76705-2957,4400 HARRISON,WACO,TX,76705-2957,(254) 799-6229,(254) 799-1369,Lisa.Seawright@lavegaisd.org,,MS LISA SEAWRIGHT   ,'EE-KG,414,Active, ,2015-03-14T05:35:00,270,USCGeocoder,31,1,4.01,,f08a27ae-bec3-4697-8115-a099dcc4f0e5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,12028.51291,LinearInterpolationAddressRange,StreetSegment,96.9408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6009576,-97.08404666,Relaxed
'161,MCLENNAN COUNTY,'12,'161907,LORENA ISD,INDEPENDENT,P O BOX 97,LORENA,TX,76655-0097,308 N FRONTAGE RD,LORENA,TX,76655-0097,(254) 857-3239,(254) 857-4533,karenhansen@lorenaisd.net,www.lorenaisd.net,DR SANDRA TALBERT   ,1671,'161907004,CHALLENGE ACADEMY,JJAEP INSTRUCTIONAL,,3805 S 3RD ST,WACO,TX,76706,3805 S 3RD ST,WACO,TX,76706,(254) 754-0803,(254) 754-6029,crankin@wacoisd.org,,MR CHRISTOPHER RANKIN   ,'02-12,0,Active,1996-04-01,2015-03-14T05:35:00,272,USCGeocoder,31,1,4.01,,0df6dfc6-1438-449e-b3e5-896e4b899df1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5245.883828,LinearInterpolationAddressRange,StreetSegment,88.01775148,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.52820865,-97.09449904,Relaxed
'161,MCLENNAN COUNTY,'12,'161907,LORENA ISD,INDEPENDENT,P O BOX 97,LORENA,TX,76655-0097,308 N FRONTAGE RD,LORENA,TX,76655-0097,(254) 857-3239,(254) 857-4533,karenhansen@lorenaisd.net,www.lorenaisd.net,DR SANDRA TALBERT   ,1671,'161907041,LORENA MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 97,LORENA,TX,76655-0097,500 LEOPARD LN,LORENA,TX,76655-3432,(254) 857-4621,(254) 857-3419,CeliaDrew@lorenaisd.net,www.lorenaisd.net,DR CELIA DREW   ,'06-08,409,Active, ,2015-03-14T05:35:00,273,USCGeocoder,16,1,4.01,,b7c488c9-3563-4b6a-8384-cd46ab40e191,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4496.593971,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.39028243,-97.22809668,Exact
'161,MCLENNAN COUNTY,'12,'161907,LORENA ISD,INDEPENDENT,P O BOX 97,LORENA,TX,76655-0097,308 N FRONTAGE RD,LORENA,TX,76655-0097,(254) 857-3239,(254) 857-4533,karenhansen@lorenaisd.net,www.lorenaisd.net,DR SANDRA TALBERT   ,1671,'161907101,LORENA EL,REGULAR INSTRUCTIONAL,,P O BOX 97,LORENA,TX,76655-0097,420 N HOUSTON,LORENA,TX,76655-9742,(254) 857-4613,(254) 857-9019,LowellAnderson@lorenaisd.net,www.lorenaisd.net,MR LOWELL ANDERSON   ,'03-05,316,Active, ,2015-03-14T05:35:00,274,USCGeocoder,16,1,4.01,,94ece009-8e4e-4a56-a4a0-8fd8b2fc50cb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,16352.32276,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.39003149,-97.22038327,Relaxed
'161,MCLENNAN COUNTY,'12,'161908,MART ISD,INDEPENDENT,700 E NAVARRO AVE,MART,TX,76664,700 E NAVARRO AVE,MART,TX,76664,(254) 876-2523,(254) 876-3028,rgraves@martisd.org,www.martisd.org,MR TODD GOODEN   ,489,'161908002,MART H S,REGULAR INSTRUCTIONAL,,700 E NAVARRO AVE,MART,TX,76664,700 E NAVARRO,MART,TX,76664-1714,(254) 876-2574,(254) 876-2575,bburnett@martisd.org,www.martisd.org,MRS ELIZABETH BURNETT   ,'09-12,169,Active, ,2015-03-14T05:35:00,276,USCGeocoder,125,1,4.01,,c0eaee32-5bb3-4f44-a0cb-88ff0f2be17c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3102.926831,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.54118413,-96.8294943,Relaxed
'161,MCLENNAN COUNTY,'12,'161908,MART ISD,INDEPENDENT,700 E NAVARRO AVE,MART,TX,76664,700 E NAVARRO AVE,MART,TX,76664,(254) 876-2523,(254) 876-3028,rgraves@martisd.org,www.martisd.org,MR TODD GOODEN   ,489,'161908003,MART ACADEMIC ALERNATIVE PROGRAM,ALTERNATIVE INSTRUCTIONAL,,700 E NAVARRO AVE,MART,TX,76664,700 E NAVARRO,MART,TX,76664-1714,(254) 876-2574,(254) 876-2575,bburnett@martisd.org,,ELIZABETH BURNETT   ,'09-12,-1,Active,1998-07-01,2015-03-14T05:35:00,277,USCGeocoder,16,1,4.01,,9d0f0f4c-a32d-429a-bd0e-dda89db7d79e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3102.926831,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.54118413,-96.8294943,Relaxed
'161,MCLENNAN COUNTY,'12,'161908,MART ISD,INDEPENDENT,700 E NAVARRO AVE,MART,TX,76664,700 E NAVARRO AVE,MART,TX,76664,(254) 876-2523,(254) 876-3028,rgraves@martisd.org,www.martisd.org,MR TODD GOODEN   ,489,'161908102,MART EL,REGULAR INSTRUCTIONAL,,700 E NAVARRO AVE,MART,TX,76664-0120,700 E NAVARRO AVE,MART,TX,76664,(254) 876-2112,(254) 876-3301,jkyle@martisd.org,www.martisd.org,MRS JENNIFER DAIGLE   ,'PK-04,176,Active, ,2015-03-14T05:35:00,280,USCGeocoder,16,1,4.01,,0e3c4915-1e31-4467-b8ae-0110fd96acb6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3102.926831,LinearInterpolationAddressRange,StreetSegment,94.08284024,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.54118413,-96.8294943,Relaxed
