County Number,County Name,Region Number,District Number,District Name,District Type,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2014,School Number,School Name,Instruction Type,Charter Type,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2014,School Status,School Status Date,Update Date
'116,HUNT COUNTY,'10,'116903,COMMERCE ISD,INDEPENDENT,3315 WASHINGTON ST,COMMERCE,TX,75428,3315 WASHINGTON ST,COMMERCE,TX,75428,(903) 886-3755,(903) 886-6025,Blake.Cooper@commerceisd.org,www.commerceisd.org,MR BLAKE WESLEY COOPER   ,1554,'116903043,COMMERCE MIDDLE,REGULAR INSTRUCTIONAL,,3315 WASHINGTON ST,COMMERCE,TX,75428,606 CULVER ST,COMMERCE,TX,75428,(903) 886-3795,(903) 886-6102,Patrick.Just@commerceisd.org,schools.commerceisd.org/default.aspx?name=03.homepage,MR PATRICK JUST   ,'06-08,333,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116903,COMMERCE ISD,INDEPENDENT,3315 WASHINGTON ST,COMMERCE,TX,75428,3315 WASHINGTON ST,COMMERCE,TX,75428,(903) 886-3755,(903) 886-6025,Blake.Cooper@commerceisd.org,www.commerceisd.org,MR BLAKE WESLEY COOPER   ,1554,'116903101,COMMERCE EL,REGULAR INSTRUCTIONAL,,3315 WASHINGTON ST,COMMERCE,TX,75428,2900 FM 3218,COMMERCE,TX,75428-1251,(903) 886-3757,(903) 886-6112,Jeanne.Lay@commerceisd.org,schools.commerceisd.org/default.aspx?name=01.homepage,MRS JEANNE LAY   ,'EE-02,452,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116903,COMMERCE ISD,INDEPENDENT,3315 WASHINGTON ST,COMMERCE,TX,75428,3315 WASHINGTON ST,COMMERCE,TX,75428,(903) 886-3755,(903) 886-6025,Blake.Cooper@commerceisd.org,www.commerceisd.org,MR BLAKE WESLEY COOPER   ,1554,'116903104,ALBERT C WILLIAMS EL,REGULAR INSTRUCTIONAL,,3315 WASHINGTON ST,COMMERCE,TX,75428,615 CULVER,COMMERCE,TX,75428-1251,(903) 886-3758,(903) 886-6228,Deanna.Hays@commerceisd.org,schools.commerceisd.org/default.aspx?name=02.homepage,MS DEANNA HAYS   ,'03-05,332,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116903,COMMERCE ISD,INDEPENDENT,3315 WASHINGTON ST,COMMERCE,TX,75428,3315 WASHINGTON ST,COMMERCE,TX,75428,(903) 886-3755,(903) 886-6025,Blake.Cooper@commerceisd.org,www.commerceisd.org,MR BLAKE WESLEY COOPER   ,1554,'116903105,SUMMITT HOUSE,ALTERNATIVE INSTRUCTIONAL,,3315 WASHINGTON ST,COMMERCE,TX,75428,3315 WASHINGTON ST,COMMERCE,TX,75428,(903) 886-3764,(903) 886-7634,Randy.Shannon@commerceisd.org,,    ,'KG-12,0,Active,11/03/1999,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905001,NEW HORIZONS LEARNING CENTER,ALTERNATIVE INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403-1022,3923 HENRY ST,GREENVILLE,TX,75401,(903) 457-2688,(903) 457-2689,gregoryc@greenvilleisd.com,www.greenvilleisd.com,MR CHIP GREGORY   ,'EE 09-12,89,Active,06/01/1990,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905002,GREENVILLE H S,REGULAR INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403,3515 LION'S LAIR,GREENVILLE,TX,75402,(903) 457-2550,(903) 455-5158,jarvish@greenvilleisd.com,www.greenvilleisd.com,MR HEATH JARVIS   ,'09-12,1077,Active,06/01/1990,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905003,HUNT COUNTY JUVENILE DETENTION CTR,ALTERNATIVE INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403-1022,2507 LEE ST,GREENVILLE,TX,75401,(903) 454-8882,(903) 457-2689,gregoryc@greenvilleisd.com,,MR CHIP GREGORY   ,'04-12,24,Active,05/27/1998,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905004,GREENVILLE ALTERNATIVE EDUCATIONAL PROGRAM,DAEP INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403,3923 HENRY ST,GREENVILLE,TX,75401,(903) 457-2619,(903) 457-2689,gregoryc@greenvilleisd.com,www.greenvilleisd.com,MR CHIP GREGORY   ,'KG-12,13,Active,08/01/1999,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905005,GLEN OAKS,ALTERNATIVE INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403-1022,301 E DIVISION,GREENVILLE,TX,75401,(903) 454-8882,(903) 457-2689,gregoryc@greenvilleisd.com,,MR CHIP GREGORY   ,'KG-12,9,Active,06/19/2007,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905041,GREENVILLE MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403-1022,3611 TEXAS,GREENVILLE,TX,75401-5046,(903) 457-2620,(903) 457-2628,gishd@greenvilleisd.com,www.greenvilleisd.com,MR DAVID GISH   ,'06-08,687,Active,08/10/1987,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905102,BOWIE EL,REGULAR INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403-1022,6005 STONEWALL ST,GREENVILLE,TX,75402-6739,(903) 457-2676,(903) 457-0725,masond@greenvilleisd.com,www.greenvilleisd.com,MR DALE MASON   ,'KG-05,480,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905103,CROCKETT EL,REGULAR INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403-1022,1316 WOLFE CITY DR,GREENVILLE,TX,75401-2173,(903) 457-2684,(903) 457-0722,orsborns@greenvilleisd.com,www.greenvilleisd.com,MRS SHANNON ORSBORN   ,'KG-05,378,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905104,CARVER EL,REGULAR INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403-1022,2110 COLLEGE ST,GREENVILLE,TX,75401,(903) 457-0777,(903) 457-0786,rotherd@greenvilleisd.com,www.greenvilleisd.com,MRS DONNA ROTHER   ,'KG-05,473,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905106,LAMAR EL,REGULAR INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403-1022,6321 JACK FINNEY BLVD,GREENVILLE,TX,75401,(903) 457-0765,(903) 457-0774,tharpja@greenvilleisd.com,www.greenvilleisd.com,MR JASON THARP   ,'KG-05,594,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905107,TRAVIS EL,REGULAR INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403-1022,3005 DIVISION ST,GREENVILLE,TX,75401-5507,(903) 457-2696,(903) 457-0741,hensleys@greenvilleisd.com,www.greenvilleisd.com,MR MATTHEW SPIVY   ,'KG-05,356,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905108,6TH GRADE CENTER,REGULAR INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403-1022,3201 STANFORD,GREENVILLE,TX,75401-5526,(903) 457-2660,(903) 457-2533,evansj@greenvilleisd.com,www.greenvilleisd.com,MR JAMES EVANS   ,'06,318,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116905,GREENVILLE ISD,INDEPENDENT,P O BOX 1022,GREENVILLE,TX,75403-1022,4004 MOULTON,GREENVILLE,TX,75401-5103,(903) 457-2500,(903) 457-2504,supt-secretary@greenvilleisd.com,www.greenvilleisd.com,MR DONALD RAY JEFFERIES   ,4742,'116905109,L P WATERS EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,,P O BOX 1022,GREENVILLE,TX,75403-1022,2504 CARVER ST,GREENVILLE,TX,75401,(903) 457-2680,(903) 457-0745,evansj1@greenvilleisd.com,www.greenvilleisd.com,MS JUDY EVANS   ,'EE-PK,244,Active,07/01/1998,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116906,LONE OAK ISD,INDEPENDENT,8162 HWY 69 S,LONE OAK,TX,75453-5305,8162 HWY 69 S,LONE OAK,TX,75453-5305,(903) 662-5427 ext:2270,(903) 662-5290,lcampbell@loisd.net,www.loisd.net,LANCE CAMPBELL   ,1000,'116906001,LONE OAK H S,REGULAR INSTRUCTIONAL,,8204 HWY 69 S,LONE OAK,TX,75453-0038,8204 HWY 69 S,LONE OAK,TX,75453-0038,(903) 662-0981,(903) 662-0984,jhicks@loisd.net,www.loisd.net,MR JEFF HICKS   ,'09-12,315,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116906,LONE OAK ISD,INDEPENDENT,8162 HWY 69 S,LONE OAK,TX,75453-5305,8162 HWY 69 S,LONE OAK,TX,75453-5305,(903) 662-5427 ext:2270,(903) 662-5290,lcampbell@loisd.net,www.loisd.net,LANCE CAMPBELL   ,1000,'116906041,LONE OAK MIDDLE,REGULAR INSTRUCTIONAL,,8160 HWY 69 S,LONE OAK,TX,75453-0038,8160 HYW 69 S,LONE OAK,TX,75453-9608,(903) 662-5121 ext:2241,(903) 662-5017,kwhite@loisd.net,www.loisd.net,MS KIM WHITE   ,'06-08,252,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116906,LONE OAK ISD,INDEPENDENT,8162 HWY 69 S,LONE OAK,TX,75453-5305,8162 HWY 69 S,LONE OAK,TX,75453-5305,(903) 662-5427 ext:2270,(903) 662-5290,lcampbell@loisd.net,www.loisd.net,LANCE CAMPBELL   ,1000,'116906101,LONE OAK EL,REGULAR INSTRUCTIONAL,,8080 HWY 69 S,LONE OAK,TX,75453-0038,8080 HWY 69 S,LONE OAK,TX,75453-6157,(903) 662-5022 ext:2286,(903) 662-0973,jsteadham@loisd.net,www.loisd.net,MS BETH LUHN   ,'EE-05,433,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116908,QUINLAN ISD,INDEPENDENT,401 E RICHMOND,QUINLAN,TX,75474-9690,401 E RICHMOND,QUINLAN,TX,75474-9690,(903) 356-1200,(903) 356-1201,kathy.goleman@quinlanisd.net,www.quinlanisd.net/,DR DEBRA CROSBY   ,2542,'116908001,WH FORD H S,REGULAR INSTRUCTIONAL,,10064 S BUSINESS 34,QUINLAN,TX,75474,10064 S BUSINESS 34,QUINLAN,TX,75474,(903) 356-1600,(903) 356-3558,amy.griffin@quinlanisd.net,,MRS AMY GRIFFIN   ,'09-12,785,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116908,QUINLAN ISD,INDEPENDENT,401 E RICHMOND,QUINLAN,TX,75474-9690,401 E RICHMOND,QUINLAN,TX,75474-9690,(903) 356-1200,(903) 356-1201,kathy.goleman@quinlanisd.net,www.quinlanisd.net/,DR DEBRA CROSBY   ,2542,'116908041,C B THOMPSON MIDDLE,REGULAR INSTRUCTIONAL,,423 PANTHER PATH,QUINLAN,TX,75474-8945,423 PANTHER PATH,QUINLAN,TX,75474-8945,(903) 356-1501,(903) 356-1599,brian.kinsworthy@quinlanisd.net,,MR BRIAN KINSWORTHY   ,'06-08,565,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116908,QUINLAN ISD,INDEPENDENT,401 E RICHMOND,QUINLAN,TX,75474-9690,401 E RICHMOND,QUINLAN,TX,75474-9690,(903) 356-1200,(903) 356-1201,kathy.goleman@quinlanisd.net,www.quinlanisd.net/,DR DEBRA CROSBY   ,2542,'116908101,A E BUTLER INT,REGULAR INSTRUCTIONAL,,410 CLARDY DR,QUINLAN,TX,75474,410 CLARDY DR,QUINLAN,TX,75474,(903) 356-1401,(903) 356-0034,john.milton@quinlanisd.net,,MR JOHN MICHAEL MILTON   ,'03-05,509,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116908,QUINLAN ISD,INDEPENDENT,401 E RICHMOND,QUINLAN,TX,75474-9690,401 E RICHMOND,QUINLAN,TX,75474-9690,(903) 356-1200,(903) 356-1201,kathy.goleman@quinlanisd.net,www.quinlanisd.net/,DR DEBRA CROSBY   ,2542,'116908102,D C CANNON EL,REGULAR INSTRUCTIONAL,,315 S BUSINESS 34,QUINLAN,TX,75474,315 S BUSINESS 34,QUINLAN,TX,75474,(903) 356-1301,(903) 356-1399,ANGELA.HOUSE@QUINLANISD.NET,,ANGELA HOUSE   ,'EE-02,683,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116909,WOLFE CITY ISD,INDEPENDENT,553 W DALLAS ST,WOLFE CITY,TX,75496-3375,553 W DALLAS ST,WOLFE CITY,TX,75496-3375,(903) 496-7333,(903) 496-7905,richardsonv@wcisd.net,www.a2zfast.com/wcisd,VERNON A RICHARDSON   ,626,'116909001,WOLFE CITY H S,REGULAR INSTRUCTIONAL,,8353 HWY 34 S,WOLFE CITY,TX,75496-0607,8353 HWY 34 S,WOLFE CITY,TX,75496-0607,(903) 496-2891,(903) 496-7124,hensleed@wcisd.net,wcisd.net,CHRIS SHEETS   ,'09-12,168,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116909,WOLFE CITY ISD,INDEPENDENT,553 W DALLAS ST,WOLFE CITY,TX,75496-3375,553 W DALLAS ST,WOLFE CITY,TX,75496-3375,(903) 496-7333,(903) 496-7905,richardsonv@wcisd.net,www.a2zfast.com/wcisd,VERNON A RICHARDSON   ,626,'116909041,WOLFE CITY MIDDLE,REGULAR INSTRUCTIONAL,,553 W DALLAS ST,WOLFE CITY,TX,75496-0607,553 W DALLAS ST,WOLFE CITY,TX,75496-0607,(903) 496-7333 ext:10  ,(903) 496-7905,,,LAURA RODGERS   ,'06-08,155,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116909,WOLFE CITY ISD,INDEPENDENT,553 W DALLAS ST,WOLFE CITY,TX,75496-3375,553 W DALLAS ST,WOLFE CITY,TX,75496-3375,(903) 496-7333,(903) 496-7905,richardsonv@wcisd.net,www.a2zfast.com/wcisd,VERNON A RICHARDSON   ,626,'116909101,WOLFE CITY EL,REGULAR INSTRUCTIONAL,,505 W DALLAS ST,WOLFE CITY,TX,75496-0607,505 W DALLAS ST,WOLFE CITY,TX,75496-0607,(903) 496-2032 ext:13  ,(903) 496-7905,,,OLA OWENS   ,'EE-05,303,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116910,CAMPBELL ISD,INDEPENDENT,480 N PATTERSON ST,CAMPBELL,TX,75422,480 N PATTERSON ST,CAMPBELL,TX,75422,(903) 862-3259 ext:215 ,(903) 862-2222,mearle@campbellisd.org,www.campbellisd.org/,MARK KEAHEY   ,377,'116910001,CAMPBELL H S,REGULAR INSTRUCTIONAL,,480 N PATTERSON,CAMPBELL,TX,75422,480 N PATTERSON,CAMPBELL,TX,75422,(903) 862-3257,(903) 862-3547,jdaugherty@campbellisd.org,,MR JAMES DAUGHERTY   ,'06-12,198,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116910,CAMPBELL ISD,INDEPENDENT,480 N PATTERSON ST,CAMPBELL,TX,75422,480 N PATTERSON ST,CAMPBELL,TX,75422,(903) 862-3259 ext:215 ,(903) 862-2222,mearle@campbellisd.org,www.campbellisd.org/,MARK KEAHEY   ,377,'116910101,CAMPBELL EL,REGULAR INSTRUCTIONAL,,480 N PATTERSON,CAMPBELL,TX,75422,480 N PATTERSON,CAMPBELL,TX,75422,(903) 862-3253,(903) 862-3546,serwin@campbellisd.org,,MRS STEPHENIA ERWIN   ,'PK-05,179,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116915,BLAND ISD,INDEPENDENT,P O BOX 216,MERIT,TX,75458-0216,2556 LK AVE,MERIT,TX,75458-0216,(903) 776-2239,(903) 776-2240,jill.spear@blandisd.org,www.blandisd.us,MR BRYAN E CLARK   ,584,'116915001,BLAND H S,REGULAR INSTRUCTIONAL,,P O BOX 216,MERIT,TX,75458-0216,6164 F M 2194,MERIT,TX,75458-0216,(903) 776-2239 ext:3   ,(903) 776-2426,brian.bymaster@blandisd.org,,MR BRIAN BYMASTER   ,'09-12,157,Active, ,3/14/2015 5:35:17 AM
'116,HUNT COUNTY,'10,'116915,BLAND ISD,INDEPENDENT,P O BOX 216,MERIT,TX,75458-0216,2556 LK AVE,MERIT,TX,75458-0216,(903) 776-2239,(903) 776-2240,jill.spear@blandisd.org,www.blandisd.us,MR BRYAN E CLARK   ,584,'116915041,BLAND MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 216,MERIT,TX,75458-0216,5123 FM 2194,CELESTE,TX,75423,(903) 776-2239 ext:2   ,(903) 527-5491,kevin.hamilton@blandisd.org,,KEVIN HAMILTON   ,'06-08,151,Active,04/14/1997,3/14/2015 5:35:17 AM
