County Number,County Name,Region Number,District Number,District Name,District Type,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2014,School Number,School Name,Instruction Type,Charter Type,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2014,School Status,School Status Date,Update Date
'191,RANDALL COUNTY,'16,'191901,CANYON ISD,INDEPENDENT,P O BOX 899,CANYON,TX,79015-0899,3301 N 23RD ST,CANYON,TX,79015-0899,(806) 677-2600,(806) 677-2659,lisa@canyonisd.net,www.canyonisd.net,MICHAEL L WARTES   ,9419,'191901107,CRESTVIEW EL,REGULAR INSTRUCTIONAL,,80 HUNSLEY RD,CANYON,TX,79015-1742,80 HUNSLEY RD,CANYON,TX,79015-1742,(806) 677-2780,(806) 677-2799,swilleford@canyonisd.net,www.canyonisd.net,MS SHELLY WILLEFORD   ,'EE-04,521,Active,07/01/1995,3/14/2015 5:35:23 AM
'191,RANDALL COUNTY,'16,'191901,CANYON ISD,INDEPENDENT,P O BOX 899,CANYON,TX,79015-0899,3301 N 23RD ST,CANYON,TX,79015-0899,(806) 677-2600,(806) 677-2659,lisa@canyonisd.net,www.canyonisd.net,MICHAEL L WARTES   ,9419,'191901108,REEVES-HINGER EL,REGULAR INSTRUCTIONAL,,1005 21ST ST,CANYON,TX,79015-5333,1005 21ST ST,CANYON,TX,79015-5333,(806) 677-2870,(806) 677-2889,bparker@canyonisd.net,www.canyonisd.net,MS BRANDI PARKER   ,'EE-04,699,Active,07/01/1995,3/14/2015 5:35:23 AM
'191,RANDALL COUNTY,'16,'191901,CANYON ISD,INDEPENDENT,P O BOX 899,CANYON,TX,79015-0899,3301 N 23RD ST,CANYON,TX,79015-0899,(806) 677-2600,(806) 677-2659,lisa@canyonisd.net,www.canyonisd.net,MICHAEL L WARTES   ,9419,'191901110,GREENWAYS INTERMEDIATE,REGULAR INSTRUCTIONAL,,8100 PINERIDGE,AMARILLO,TX,79119,8100 PINERIDGE,AMARILLO,TX,79119,(806) 677-2460,(806) 677-2499,swest@canyonisd.net,www.canyonisd.net,MR STEVE WEST   ,'05-06,902,Active,05/01/2002,3/14/2015 5:35:23 AM
'191,RANDALL COUNTY,'16,'191901,CANYON ISD,INDEPENDENT,P O BOX 899,CANYON,TX,79015-0899,3301 N 23RD ST,CANYON,TX,79015-0899,(806) 677-2600,(806) 677-2659,lisa@canyonisd.net,www.canyonisd.net,MICHAEL L WARTES   ,9419,'191901111,CANYON INT,REGULAR INSTRUCTIONAL,,506 8TH ST,CANYON,TX,79015-0899,506 8TH ST,CANYON,TX,79015,(806) 677-2800,(806) 677-2829,paulk@canyonisd.net,www.canyonisd.net,MR PAUL KIMBROUGH   ,'05-06,597,Active,06/16/2004,3/14/2015 5:35:23 AM
'191,RANDALL COUNTY,'16,'191901,CANYON ISD,INDEPENDENT,P O BOX 899,CANYON,TX,79015-0899,3301 N 23RD ST,CANYON,TX,79015-0899,(806) 677-2600,(806) 677-2659,lisa@canyonisd.net,www.canyonisd.net,MICHAEL L WARTES   ,9419,'191901112,CITY VIEW EL,REGULAR INSTRUCTIONAL,,3400 KNOLL,AMARILLO,TX,79118,3400 KNOLL,AMARILLO,TX,79118,(806) 677-2500,(806) 677-2519,aburgoon@canyonisd.net,www.canyonisd.net,MR ANDREW BURGOON   ,'EE-04,533,Active,08/20/2009,3/14/2015 5:35:23 AM
'191,RANDALL COUNTY,'16,'191901,CANYON ISD,INDEPENDENT,P O BOX 899,CANYON,TX,79015-0899,3301 N 23RD ST,CANYON,TX,79015-0899,(806) 677-2600,(806) 677-2659,lisa@canyonisd.net,www.canyonisd.net,MICHAEL L WARTES   ,9419,'191901113,HILLSIDE EL,REGULAR INSTRUCTIONAL,,9600 PERRY AVE,CANYON,TX,79119-9600,9600 PERRY AVE,AMARILLO,TX,79119-9600,(806) 677-2520,(806) 677-2539,aduggan@canyonisd.net,www.canyonisd.net,MS AMY DUGGAN   ,'EE-04,366,Active,08/20/2009,3/14/2015 5:35:23 AM
'192,REAGAN COUNTY,'18,'192901,REAGAN COUNTY ISD,INDEPENDENT,1111 E TWELFTH ST,BIG LAKE,TX,76932-3513,1111 E TWELFTH ST,BIG LAKE,TX,76932-3513,(325) 884-3705,(325) 884-3021,steve.long@reagancountyisd.net,www.reagancountyisd.net/,STEVE LONG   ,888,'192901001,REAGAN COUNTY H S,REGULAR INSTRUCTIONAL,,1111 TWELFTH ST,BIG LAKE,TX,76932-3513,1111 TWELFTH ST,BIG LAKE,TX,76932-3513,(325) 884-3714,(325) 884-5759,kara.garlitz@reagancountyisd.net,rcisd.esc18.net,KARA SUE GARLITZ   ,'09-12,245,Active, ,3/14/2015 5:35:23 AM
'192,REAGAN COUNTY,'18,'192901,REAGAN COUNTY ISD,INDEPENDENT,1111 E TWELFTH ST,BIG LAKE,TX,76932-3513,1111 E TWELFTH ST,BIG LAKE,TX,76932-3513,(325) 884-3705,(325) 884-3021,steve.long@reagancountyisd.net,www.reagancountyisd.net/,STEVE LONG   ,888,'192901041,REAGAN COUNTY MIDDLE,REGULAR INSTRUCTIONAL,,500 N PENNSYLVANIA AVE,BIG LAKE,TX,76932-3513,500 N PENNSYLVANIA AVE,BIG LAKE,TX,76932-3513,(325) 884-3728,(325) 884-2327,david.kohutek@reagancountyisd.net,rcisd.esc18.net,MR DAVID KOHUTEK   ,'06-08,193,Active, ,3/14/2015 5:35:23 AM
'192,REAGAN COUNTY,'18,'192901,REAGAN COUNTY ISD,INDEPENDENT,1111 E TWELFTH ST,BIG LAKE,TX,76932-3513,1111 E TWELFTH ST,BIG LAKE,TX,76932-3513,(325) 884-3705,(325) 884-3021,steve.long@reagancountyisd.net,www.reagancountyisd.net/,STEVE LONG   ,888,'192901101,REAGAN COUNTY EL,REGULAR INSTRUCTIONAL,,501 N TEXAS ST,BIG LAKE,TX,76932-3513,501 N TEXAS AVE,BIG LAKE,TX,76932-3513,(325) 884-3705 ext:464 ,(325) 884-2194,mandy.traylor@reagancountyisd.net,rcisd.esc18.net,MRS AMANDA TRAYLOR   ,'EE-05,450,Active, ,3/14/2015 5:35:23 AM
'193,REAL COUNTY,'20,'193801,BIG SPRINGS CHARTER SCHOOL,CHARTER,P O BOX 399,LEAKEY,TX,78873,10664 N US HWY 83,LEAKY,TX,78873,(830) 232-7101,(830) 232-4279,BSSUPER@HCTC.NET,www.bigspringscharterschool.com,MICHAEL B WOOD   ,232,'193801001,BIG SPRINGS CHARTER SCHOOL,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 399,LEAKEY,TX,78873,HCR 01 BOX 152A,LEAKEY,TX,78873,(830) 232-7101,(830) 232-4279,ahernandez@bigspringscharterschool.com,,MR ALBERT HERNANDEZ   ,'KG-12,139,Active,03/15/2001,3/14/2015 5:35:23 AM
'193,REAL COUNTY,'20,'193801,BIG SPRINGS CHARTER SCHOOL,CHARTER,P O BOX 399,LEAKEY,TX,78873,10664 N US HWY 83,LEAKY,TX,78873,(830) 232-7101,(830) 232-4279,BSSUPER@HCTC.NET,www.bigspringscharterschool.com,MICHAEL B WOOD   ,232,'193801101,HILL COUNTRY YOUTH RANCH,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 609,LEAKEY,TX,78873,3484 HWY 27 W,INGRAM,TX,78025,(830) 367-6100,(830) 367-2611,mdelacruz@bigspringscharterschools.com,,MARIA DE LA CRUZ   ,'KG-12,93,Active,08/11/2005,3/14/2015 5:35:23 AM
'193,REAL COUNTY,'20,'193902,LEAKEY ISD,INDEPENDENT,P O BOX 1129,LEAKEY,TX,78873-1129,429 HWY 83 N,LEAKEY,TX,78873-1129,(830) 232-6122 ext:2104,(830) 232-5535,bskipper@leakeyisd.net,www.leakeyisd.net,DR BARBARA SKIPPER   ,237,'193902001,LEAKEY SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 1129,LEAKEY,TX,78873-1129,429 HWY 83 N,LEAKEY,TX,78873-1129,(830) 232-5595,(830) 232-5535,lwaligura@leakeyisd.net,www.leakeyisd.org,KAY KEEN   ,'EE KG-12,237,Active, ,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194902,AVERY ISD,INDEPENDENT,150 SAN ANTONIO ST,AVERY,TX,75554,150 SAN ANTONIO ST,AVERY,TX,75554,(903) 684-3460 ext:121 ,(903) 684-3294,kelly.burns@averyisd.net,www.averyisd.net,MRS KELLY BURNS   ,366,'194902001,AVERY H S,REGULAR INSTRUCTIONAL,,150 SAN ANTONIO ST,AVERY,TX,75554,150 SAN ANTONIO ST,AVERY,TX,75554,(903) 684-3431 ext:400 ,(903) 684-3294,daniel.pritchett@averyisd.net,www.averyisd.net,MR DANIEL PRITCHETT   ,'09-12,120,Active, ,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194902,AVERY ISD,INDEPENDENT,150 SAN ANTONIO ST,AVERY,TX,75554,150 SAN ANTONIO ST,AVERY,TX,75554,(903) 684-3460 ext:121 ,(903) 684-3294,kelly.burns@averyisd.net,www.averyisd.net,MRS KELLY BURNS   ,366,'194902041,AVERY MIDDLE,REGULAR INSTRUCTIONAL,,150 SAN ANTONIO ST,AVERY,TX,75554,150 SAN ANTONIO ST,AVERY,TX,75554,(903) 684-3079,(903) 684-3294,rhonda.jeans@averyisd.net,www.averyisd.net,MRS RHONDA JEANS   ,'05-08,99,Active,07/01/1995,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194902,AVERY ISD,INDEPENDENT,150 SAN ANTONIO ST,AVERY,TX,75554,150 SAN ANTONIO ST,AVERY,TX,75554,(903) 684-3460 ext:121 ,(903) 684-3294,kelly.burns@averyisd.net,www.averyisd.net,MRS KELLY BURNS   ,366,'194902101,AVERY EL,REGULAR INSTRUCTIONAL,,150 SAN ANTONIO ST,AVERY,TX,75554,150 SAN ANTONIO ST,AVERY,TX,75554,(903) 684-3116 ext:201 ,(903) 684-3294,rhonda.jeans@averyisd.net,www.averyisd.net,MRS RHONDA JEANS   ,'EE-04,147,Active, ,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194903,RIVERCREST ISD,INDEPENDENT,4100 US HWY 271 S,BOGATA,TX,75417,4100 US HWY 271 S,BOGATA,TX,75417,(903) 632-5205 ext:4000,(903) 632-4691,teasley@rivercrestisd.net,www.rivercrestisd.net,STANLEY JESSEE   ,677,'194903001,RIVERCREST H S,REGULAR INSTRUCTIONAL,,4126 US HWY 271 S,BOGATA,TX,75417-0253,4126 US HWY 271,BOGATA,TX,75417-9999,(903) 632-5205 ext:1000,(903) 632-5231,ralsup@rivercrestisd.net,rivercrestisd.net,RONNY ALSUP   ,'09-12,205,Active, ,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194903,RIVERCREST ISD,INDEPENDENT,4100 US HWY 271 S,BOGATA,TX,75417,4100 US HWY 271 S,BOGATA,TX,75417,(903) 632-5205 ext:4000,(903) 632-4691,teasley@rivercrestisd.net,www.rivercrestisd.net,STANLEY JESSEE   ,677,'194903102,RIVERCREST J H,REGULAR INSTRUCTIONAL,,4100 US HWY 271 S,BOGATA,TX,75417,4100 US HWY 271 S,BOGATA,TX,75417,(903) 632-5205 ext:2000,(903) 632-4691,lwilson@rivercrestisd.net,rivercrestisd.net,MR LEE WILSON   ,'06-08,163,Active, ,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194903,RIVERCREST ISD,INDEPENDENT,4100 US HWY 271 S,BOGATA,TX,75417,4100 US HWY 271 S,BOGATA,TX,75417,(903) 632-5205 ext:4000,(903) 632-4691,teasley@rivercrestisd.net,www.rivercrestisd.net,STANLEY JESSEE   ,677,'194903103,RIVERCREST EL,REGULAR INSTRUCTIONAL,,4220 US HWY 271 S,BOGATA,TX,75417,4220 US HWY 271 S,BOGATA,TX,75417,(903) 632-5205 ext:3000,(903) 632-2424,cgray@rivercrestisd.net,rivercrestisd.net,CARRIE GRAY   ,'EE-05,309,Active,06/25/2001,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194904,CLARKSVILLE ISD,INDEPENDENT,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,(903) 427-3891 ext:701 ,(903) 427-5071,pbryant@clarksvilleisd.org,www.clarksvilleisd.net,PAMELA JO BRYANT   ,613,'194904002,CLARKSVILLE H S,REGULAR INSTRUCTIONAL,,1500 W MAIN,CLARKSVILLE,TX,75426-1016,201 S DONOHO ST,CLARKSVILLE,TX,75426-1016,(903) 427-3891 ext:500 ,(903) 427-5116,jjohnson@clarksvilleisd.org,www.clarksvilleisd.net,JAMES JOHNSON   ,'09-12,166,Active, ,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194904,CLARKSVILLE ISD,INDEPENDENT,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,(903) 427-3891 ext:701 ,(903) 427-5071,pbryant@clarksvilleisd.org,www.clarksvilleisd.net,PAMELA JO BRYANT   ,613,'194904042,CLARKSVILLE MIDDLE,REGULAR INSTRUCTIONAL,,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,204 S DONOHO,CLARKSVILLE,TX,75426,(903) 427-3891 ext:570 ,(903) 427-4118,jjohnson@clarksvilleisd.org,www.clarksvilleisd.net,JAMES JOHNSON   ,'06-08,127,Active, ,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194904,CLARKSVILLE ISD,INDEPENDENT,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,(903) 427-3891 ext:701 ,(903) 427-5071,pbryant@clarksvilleisd.org,www.clarksvilleisd.net,PAMELA JO BRYANT   ,613,'194904103,CHEATHAM EL,REGULAR INSTRUCTIONAL,,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,1106 CLARENCE NIX JR DR,CLARKSVILLE,TX,75426-1016,(903) 427-3891 ext:300 ,(903) 427-1747,mwhitehouse@clarksvilleisd.org,www.clarksvilleisd.net,MS MARIANNE WHITEHOUSE   ,'EE-05,320,Active, ,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194905,DETROIT ISD,INDEPENDENT,110 E GARNER AVE,DETROIT,TX,75436-9798,110 E GARNER AVE,DETROIT,TX,75436-9798,(903) 674-6131,(903) 674-2478,bhowie@detroiteagles.net,detroiteagles.net,BRIAN HOWIE   ,536,'194905001,DETROIT H S,REGULAR INSTRUCTIONAL,,110 E GARNER,DETROIT,TX,75436-9506,HWY 410 N,DETROIT,TX,75436-9506,(903) 674-2646,(903) 674-2206,,,AARON M BRIDGES   ,'09-12,135,Active, ,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194905,DETROIT ISD,INDEPENDENT,110 E GARNER AVE,DETROIT,TX,75436-9798,110 E GARNER AVE,DETROIT,TX,75436-9798,(903) 674-6131,(903) 674-2478,bhowie@detroiteagles.net,detroiteagles.net,BRIAN HOWIE   ,536,'194905041,DETROIT J H,REGULAR INSTRUCTIONAL,,110 E GARNER,DETROIT,TX,75436-9506,HWY 410 N,DETROIT,TX,75436-9506,(903) 674-2646 ext:2   ,(903) 674-2206,,,AARON M BRIDGES   ,'06-08,121,Active,07/01/1994,3/14/2015 5:35:23 AM
'194,RED RIVER COUNTY,'08,'194905,DETROIT ISD,INDEPENDENT,110 E GARNER AVE,DETROIT,TX,75436-9798,110 E GARNER AVE,DETROIT,TX,75436-9798,(903) 674-6131,(903) 674-2478,bhowie@detroiteagles.net,detroiteagles.net,BRIAN HOWIE   ,536,'194905101,DETROIT EL,REGULAR INSTRUCTIONAL,,110 E GARNER,DETROIT,TX,75436-9506,HWY 82,DETROIT,TX,75436-9506,(903) 674-3137,(903) 674-2407,,,MRS ELLA DUREN   ,'EE-05,280,Active, ,3/14/2015 5:35:23 AM
'195,REEVES COUNTY,'18,'195901,PECOS-BARSTOW-TOYAH ISD,INDEPENDENT,P O BOX 869,PECOS,TX,79772-0869,1302 S PARK ST,PECOS,TX,79772-5718,(432) 447-7201,(432) 447-3076,sroane@pbtisd.esc18.net,pbtisd.esc18.net,MR STETSON ROANE   ,2433,'195901001,PECOS H S,REGULAR INSTRUCTIONAL,,P O BOX 869,PECOS,TX,79772-0869,1201 S PARK ST,PECOS,TX,79772-5717,(432) 447-7400,(432) 447-9055,pputman@pbtisd.esc18.net,pbtisd.esc18.net,MR PERRY PUTMAN   ,'09-12,606,Active, ,3/14/2015 5:35:23 AM
'195,REEVES COUNTY,'18,'195901,PECOS-BARSTOW-TOYAH ISD,INDEPENDENT,P O BOX 869,PECOS,TX,79772-0869,1302 S PARK ST,PECOS,TX,79772-5718,(432) 447-7201,(432) 447-3076,sroane@pbtisd.esc18.net,pbtisd.esc18.net,MR STETSON ROANE   ,2433,'195901042,CROCKETT MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 869,PECOS,TX,79772-0869,1801 MISSOURI ST,PECOS,TX,79772-5628,(432) 447-7461,(432) 447-4853,smartinez@pbtisd.esc18.net,pbtisd.esc18.net,MR SAM MARTINEZ   ,'06-08,548,Active, ,3/14/2015 5:35:23 AM
'195,REEVES COUNTY,'18,'195901,PECOS-BARSTOW-TOYAH ISD,INDEPENDENT,P O BOX 869,PECOS,TX,79772-0869,1302 S PARK ST,PECOS,TX,79772-5718,(432) 447-7201,(432) 447-3076,sroane@pbtisd.esc18.net,pbtisd.esc18.net,MR STETSON ROANE   ,2433,'195901101,PECOS KIND,REGULAR INSTRUCTIONAL,,P O BOX 869,PECOS,TX,79772-0869,300 W 10TH ST,PECOS,TX,79772-4939,(432) 447-7596,(432) 445-4203,sdominguez@pbtisd.esc18.net,pbtisd.esc18.net,MRS SUZANNE DOMINGUEZ   ,'EE-KG,303,Active, ,3/14/2015 5:35:23 AM
'195,REEVES COUNTY,'18,'195901,PECOS-BARSTOW-TOYAH ISD,INDEPENDENT,P O BOX 869,PECOS,TX,79772-0869,1302 S PARK ST,PECOS,TX,79772-5718,(432) 447-7201,(432) 447-3076,sroane@pbtisd.esc18.net,pbtisd.esc18.net,MR STETSON ROANE   ,2433,'195901106,AUSTIN EL,REGULAR INSTRUCTIONAL,,P O BOX 869,PECOS,TX,79772-0869,1501 NORMANDY,PECOS,TX,79772-6738,(432) 447-7541,(432) 447-4248,jworkman@pbtisd.esc18.net,pbtisd.esc18.net,MR JIM WORKMAN   ,'01-03,639,Active, ,3/14/2015 5:35:23 AM
'195,REEVES COUNTY,'18,'195901,PECOS-BARSTOW-TOYAH ISD,INDEPENDENT,P O BOX 869,PECOS,TX,79772-0869,1302 S PARK ST,PECOS,TX,79772-5718,(432) 447-7201,(432) 447-3076,sroane@pbtisd.esc18.net,pbtisd.esc18.net,MR STETSON ROANE   ,2433,'195901109,HAYNES EL,REGULAR INSTRUCTIONAL,,P O BOX 869,PECOS,TX,79772-0869,800 E 11TH ST,PECOS,TX,79772-5237,(432) 447-7497,(432) 445-1612,omarsalgado@pbtisd.esc18.net,pbtisd.esc18.net,MR OMAR SALGADO   ,'04-05,337,Active, ,3/14/2015 5:35:23 AM
'195,REEVES COUNTY,'18,'195902,BALMORHEA ISD,INDEPENDENT,P O BOX 368,BALMORHEA,TX,79718-0368,1ST & EL PASO ST,BALMORHEA,TX,79718-0368,(432) 375-2223,(432) 375-2511,mespino@bisdbears.esc18.net,www.bisdbears.esc18.net,MR MANUEL G ESPINO   ,161,'195902001,BALMORHEA SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 368,BALMORHEA,TX,79718-0368,1ST & EL PASO ST,BALMORHEA,TX,79718-0368,(432) 375-2223,(432) 375-2511,teresita@bisdbears.esc18.net,bisdbears.esc18.net,TERI BARRAGAN   ,'EE-12,161,Active, ,3/14/2015 5:35:23 AM
'196,REFUGIO COUNTY,'03,'196901,AUSTWELL-TIVOLI ISD,INDEPENDENT,207 REDFISH ST,TIVOLI,TX,77990-4500,207 REDFISH ST,TIVOLI,TX,77990-4500,(361) 286-3212,(361) 286-3637,a.aguirre@atisd.net,www.atisd.net/,DR ANTONIO AGUIRRE JR   ,163,'196901001,AUSTWELL-TIVOLI H S,REGULAR INSTRUCTIONAL,,207 REDFISH ST,TIVOLI,TX,77990-4500,207 REDFISH ST,TIVOLI,TX,77990-4500,(361) 286-3582,(361) 286-3637,swmaldonado@atisd.net,atisd.net,MR STEPHEN MALDONADO   ,'07-12,78,Active, ,3/14/2015 5:35:23 AM
