County Number,County Name,Region Number,District Number,District Name,District Type,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2014,School Number,School Name,Instruction Type,Charter Type,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2014,School Status,School Status Date,Update Date
'084,GALVESTON COUNTY,'04,'084906,TEXAS CITY ISD,INDEPENDENT,P O BOX 1150,TEXAS CITY,TX,77592-1150,1700 9TH AVE N,TEXAS CITY,TX,77590-5495,(409) 916-0100,(409) 942-2655,clusignolo@tcisd.org,www.tcisd.org,DR CYNTHIA LUSIGNOLO   ,6347,'084906006,WOODROW WILSON DAEP,DAEP INSTRUCTIONAL,,300 14TH AVE N,TEXAS CITY,TX,77590,300 14TH AVE N,TEXAS CITY,TX,77590,(409) 916-0285,(409) 942-2462,cpowada@tcisd.org,www.tcisd.org,MRS CAYE POWADA   ,'01-12,49,Active,06/26/2003,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084906,TEXAS CITY ISD,INDEPENDENT,P O BOX 1150,TEXAS CITY,TX,77592-1150,1700 9TH AVE N,TEXAS CITY,TX,77590-5495,(409) 916-0100,(409) 942-2655,clusignolo@tcisd.org,www.tcisd.org,DR CYNTHIA LUSIGNOLO   ,6347,'084906010,TEXAS CITY J J A E P,JJAEP INSTRUCTIONAL,,P O BOX 1150,TEXAS CITY,TX,77592-1150,1401 9TH AVE N,TEXAS CITY,TX,77590-5495, , ,,,    ,'05-12,0,Active,05/01/1997,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084906,TEXAS CITY ISD,INDEPENDENT,P O BOX 1150,TEXAS CITY,TX,77592-1150,1700 9TH AVE N,TEXAS CITY,TX,77590-5495,(409) 916-0100,(409) 942-2655,clusignolo@tcisd.org,www.tcisd.org,DR CYNTHIA LUSIGNOLO   ,6347,'084906014,COASTAL ALTERNATIVE PROGRAM (CAP),DAEP INSTRUCTIONAL,,13302 HWY 6,SANTA FE,TX,77510,300 14TH AVE N,TEXAS CITY,TX,77590, , ,Lcampbell@tcisd.org,,    ,'06-12,6,Active,04/08/2013,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084906,TEXAS CITY ISD,INDEPENDENT,P O BOX 1150,TEXAS CITY,TX,77592-1150,1700 9TH AVE N,TEXAS CITY,TX,77590-5495,(409) 916-0100,(409) 942-2655,clusignolo@tcisd.org,www.tcisd.org,DR CYNTHIA LUSIGNOLO   ,6347,'084906041,BLOCKER MIDDLE,REGULAR INSTRUCTIONAL,,500 14TH AVE N,TEXAS CITY,TX,77590-6200,500 14TH AVE N,TEXAS CITY,TX,77591-6200,(409) 916-0700,(409) 942-2755,jsouthworth@tcisd.org,www.tcisd.org/index.aspx?nid=149,MS JULIE SOUTHWORTH   ,'07-08,911,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084906,TEXAS CITY ISD,INDEPENDENT,P O BOX 1150,TEXAS CITY,TX,77592-1150,1700 9TH AVE N,TEXAS CITY,TX,77590-5495,(409) 916-0100,(409) 942-2655,clusignolo@tcisd.org,www.tcisd.org,DR CYNTHIA LUSIGNOLO   ,6347,'084906101,FRY INT,REGULAR INSTRUCTIONAL,,300 TWENTY FIFTH AVE N,TEXAS CITY,TX,77590-5432,300 TWENTY FIFTH AVE N,TEXAS CITY,TX,77591-5432,(409) 916-0600,(409) 916-0696,tfurman@tcisd.org,www.tcisd.org,MR ANTHONY FURMAN   ,'05-06,929,Active,09/01/1985,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084906,TEXAS CITY ISD,INDEPENDENT,P O BOX 1150,TEXAS CITY,TX,77592-1150,1700 9TH AVE N,TEXAS CITY,TX,77590-5495,(409) 916-0100,(409) 942-2655,clusignolo@tcisd.org,www.tcisd.org,DR CYNTHIA LUSIGNOLO   ,6347,'084906102,HEIGHTS EL,REGULAR INSTRUCTIONAL,,300 N LOGAN ST,TEXAS CITY,TX,77590-7065,300 N LOGAN ST,TEXAS CITY,TX,77591-7065,(409) 916-0501,(409) 942-2450,njackson@tcisd.org,www.tcisd.org,MR NATHAN JACKSON   ,'EE-04,557,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084906,TEXAS CITY ISD,INDEPENDENT,P O BOX 1150,TEXAS CITY,TX,77592-1150,1700 9TH AVE N,TEXAS CITY,TX,77590-5495,(409) 916-0100,(409) 942-2655,clusignolo@tcisd.org,www.tcisd.org,DR CYNTHIA LUSIGNOLO   ,6347,'084906103,KOHFELDT EL,REGULAR INSTRUCTIONAL,,1705 13TH AVE N,TEXAS CITY,TX,77590-5439,1705 13TH AVE N,TEXAS CITY,TX,77591-5439,(409) 916-0400,(409) 916-0496,dpeterson@tcisd.org,www.tcisd.org,MS DONNA PETERSON   ,'KG-04,564,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084906,TEXAS CITY ISD,INDEPENDENT,P O BOX 1150,TEXAS CITY,TX,77592-1150,1700 9TH AVE N,TEXAS CITY,TX,77590-5495,(409) 916-0100,(409) 942-2655,clusignolo@tcisd.org,www.tcisd.org,DR CYNTHIA LUSIGNOLO   ,6347,'084906104,NORTHSIDE EL,REGULAR INSTRUCTIONAL,,2300 21ST ST N,TEXAS CITY,TX,77590-5299,2300 21ST ST N,TEXAS CITY,TX,77591-5299,(409) 916-0300,(409) 942-2839,aanderson@tcisd.org,www.tcisd.org,MS ANNE ANDERSON   ,'KG-04,580,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084906,TEXAS CITY ISD,INDEPENDENT,P O BOX 1150,TEXAS CITY,TX,77592-1150,1700 9TH AVE N,TEXAS CITY,TX,77590-5495,(409) 916-0100,(409) 942-2655,clusignolo@tcisd.org,www.tcisd.org,DR CYNTHIA LUSIGNOLO   ,6347,'084906105,ROOSEVELT-WILSON EL,REGULAR INSTRUCTIONAL,,301 16TH AVE N,TEXAS CITY,TX,77590-6232,301 16TH AVE N,TEXAS CITY,TX,77591-6232,(409) 916-0200,(409) 942-2871,jhigh@tcisd.org,www.tcisd.org,MR JEFFREY HIGH   ,'KG-04,656,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084906,TEXAS CITY ISD,INDEPENDENT,P O BOX 1150,TEXAS CITY,TX,77592-1150,1700 9TH AVE N,TEXAS CITY,TX,77590-5495,(409) 916-0100,(409) 942-2655,clusignolo@tcisd.org,www.tcisd.org,DR CYNTHIA LUSIGNOLO   ,6347,'084906109,CALVIN VINCENT PRE-K HEAD START,REGULAR INSTRUCTIONAL,,1805 13TH AVE N,TEXAS CITY,TX,77590,1805 13TH AVE N,TEXAS CITY,TX,77590,(409) 916-0512,(409) 916-0596,swilson@tcisd.org,,MRS SUSAN WILSON   ,'EE-PK,227,Active,05/31/2013,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084908,HITCHCOCK ISD,INDEPENDENT,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,(409) 316-6545 ext:1501,(409) 986-5141,lleuschen@hitchcockisd.org,www.hitchcockisd.org,CARLA VICKROY   ,1637,'084908001,HITCHCOCK H S,REGULAR INSTRUCTIONAL,,6629 FM 2004,HITCHCOCK,TX,77563-3049,6629 FM 2004,HITCHCOCK,TX,77563-3049,(409) 316-6544,(409) 986-9339,eguerra@hitchcockisd.org,www.hitchcockisd.org,MS EVANGELINA GUERRA   ,'09-12,344,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084908,HITCHCOCK ISD,INDEPENDENT,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,(409) 316-6545 ext:1501,(409) 986-5141,lleuschen@hitchcockisd.org,www.hitchcockisd.org,CARLA VICKROY   ,1637,'084908003,GALVESTON CO J J A E P,JJAEP INSTRUCTIONAL,,8117 HWY 6,HITCHCOCK,TX,77563-1796,8117 HWY 6,HITCHCOCK,TX,77563-1796,(409) 986-5514 ext:22  ,(409) 986-5141,jdonovan@hitchcockisd.org,www.hitchcockisd.org,    ,'05-12,0,Active,08/01/1996,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084908,HITCHCOCK ISD,INDEPENDENT,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,(409) 316-6545 ext:1501,(409) 986-5141,lleuschen@hitchcockisd.org,www.hitchcockisd.org,CARLA VICKROY   ,1637,'084908042,CROSBY MIDDLE,REGULAR INSTRUCTIONAL,,6625 FM 2004,HITCHCOCK,TX,77563-3218,6625 FM 2004,HITCHCOCK,TX,77563-3218,(409) 316-6542,(409) 986-9254,lallen@hitchcockisd.org,www.hitchcockisd.org,MR LARRY ALLEN   ,'07-08,192,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084908,HITCHCOCK ISD,INDEPENDENT,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,(409) 316-6545 ext:1501,(409) 986-5141,lleuschen@hitchcockisd.org,www.hitchcockisd.org,CARLA VICKROY   ,1637,'084908103,STEWART EL,REGULAR INSTRUCTIONAL,,7013 STEWART,HITCHCOCK,TX,77563-3356,7013 STEWART,HITCHCOCK,TX,77563-3356,(409) 316-6543,(409) 986-5563,dline@hitchcockisd.org,www.hitchcockisd.org,DONETTE LINE   ,'04-06,290,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084908,HITCHCOCK ISD,INDEPENDENT,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,(409) 316-6545 ext:1501,(409) 986-5141,lleuschen@hitchcockisd.org,www.hitchcockisd.org,CARLA VICKROY   ,1637,'084908104,HITCHCOCK HEADSTART,REGULAR INSTRUCTIONAL,,5701 F M 2004,HITCHCOCK,TX,77563-1603,5701 F M 2004,HITCHCOCK,TX,77563-1603,(409) 316-6541,(409) 986-8063,egaines@hitchcockisd.org,www.hitchcockisd.org,ETHEL GAINES   ,'EE-PK,220,Active,07/01/1997,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084908,HITCHCOCK ISD,INDEPENDENT,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,(409) 316-6545 ext:1501,(409) 986-5141,lleuschen@hitchcockisd.org,www.hitchcockisd.org,CARLA VICKROY   ,1637,'084908106,HITCHCOCK PRI,REGULAR INSTRUCTIONAL,,5901 FM 2004,HITCHCOCK,TX,77563,5901 FM 2004,HITCHCOCK,TX,77563,(409) 316-6467,(409) 986-3168,pfaour@hitchcocisd.org,www.hitchcockisd.org,MR PATRICK FAOUR   ,'PK-03,591,Active,06/21/2010,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909001,SANTA FE H S,REGULAR INSTRUCTIONAL,,P O BOX 370,SANTA FE,TX,77510-0370,16000 HWY 6,SANTA FE,TX,77517-9184,(409) 927-3106,(409) 925-2773,webmaster@sfisd.org,www.sfisd.org,COLLEEN DALE   ,'09-12,1477,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909002,GALVESTON CO J J A E P,JJAEP INSTRUCTIONAL,,P O BOX 370,SANTA FE,TX,77510-0370,13304 HWY 6,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-3526,,,    ,'05-12,-1,Active,08/01/1996,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909003,COASTAL ALTERNATIVE PROGRAM,DAEP INSTRUCTIONAL,,13302 HWY 6,SANTA FE,TX,77510,13302 HWY 6,SANTA FE,TX,77510,(409) 925-9700,(409) 925-4002,webmaster@sfisd.org,,    ,'06-12,-1,Active,08/23/2010,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909041,SANTA FE J H,REGULAR INSTRUCTIONAL,,P O BOX 370,SANTA FE,TX,77510-0370,4132 WARPATH AVE,SANTA FE,TX,77510-9185,(409) 925-9304,(409) 927-4106,webmaster@sfisd.org,www.sfisd.org,MRS RACHELL BLUNDELL   ,'06-08,1076,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909103,ROY J WOLLAM EL,REGULAR INSTRUCTIONAL,,P O BOX 370,SANTA FE,TX,77510-0370,3400 AVE S,SANTA FE,TX,77510-9014,(409) 925-3404,(409) 925-4276,webmaster@sfisd.org,www.sfisd.org,MRS DONNA CARLSON   ,'EE-02,1141,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909104,DAN J KUBACAK EL,REGULAR INSTRUCTIONAL,,P O BOX 370,SANTA FE,TX,77510-0370,4131 WARPATH,SANTA FE,TX,77510-0370,(409) 925-9604,(409) 927-8262,webmaster@sfisd.org,www.sfisd.org,DESTINI MARTIN   ,'03-05,957,Active,05/30/1999,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910001,CLEAR CREEK H S,REGULAR INSTRUCTIONAL,,2305 E MAIN ST,LEAGUE CITY,TX,77573-2798,2305 E MAIN ST,LEAGUE CITY,TX,77573-2798,(281) 284-1700,(281) 284-1705,information@ccisd.net,www.ccisd.net,MR JAMEY MAJEWSKI   ,'09-12,2287,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910002,CLEAR LAKE H S,REGULAR INSTRUCTIONAL,,2929 BAY AREA BLVD,HOUSTON,TX,77058-1099,2929 BAY AREA BLVD,HOUSTON,TX,77058-1099,(281) 284-1900,(281) 286-3359,information@ccisd.net,www.ccisd.net,DR KAREN ENGLE   ,'09-12,2437,Active, ,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910003,CLEAR BROOK H S,REGULAR INSTRUCTIONAL,,4607 FM 2351,FRIENDSWOOD,TX,77546-2823,4607 FM 2351,FRIENDSWOOD,TX,77546-2823,(281) 284-2100,(281) 284-2105,information@ccisd.net,www.ccisd.net,MRS MICHELE STALEY   ,'09-12,2335,Active,07/16/1987,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910004,CLEAR VIEW H S,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,400 S WALNUT,WEBSTER,TX,77598,400 S WALNUT,WEBSTER,TX,77598,(281) 284-1500,(281) 284-1505,information@ccisd.net,www.ccisd.net,MR MICHAEL HOUSTON   ,'09-12,206,Active,08/05/1987,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910005,GALVESTON CO JJAEP,JJAEP INSTRUCTIONAL,,P O BOX 799,LEAGUE CITY,TX,77574-0799,6101 ATTWATER,DICKINSON,TX,77539,(409) 770-5920,(409) 770-5920,information@ccisd.net,,GREG WATSON   ,'06-12,-1,Active,07/01/1998,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910006,HARRIS CO JJAEP,JJAEP INSTRUCTIONAL,,P O BOX 799,LEAGUE CITY,TX,77574-0799,2525 MURWORTH,HOUSTON,TX,77054,(713) 669-0799,(713) 755-5885,information@ccisd.net,,    ,'06-12,-1,Active,07/01/1998,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910008,CLEAR PATH ALTERNATIVE SCHOOL,DAEP INSTRUCTIONAL,,400 S KANSAS,LEAGUE CITY,TX,77573,400 S KANSAS,LEAGUE CITY,TX,77573,(281) 284-1600,(281) 284-1605,information@ccisd.net,www.ccisd.net,MR SANDRA DAVENPORT   ,'06-12,62,Active,07/01/1998,3/14/2015 5:35:10 AM
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910009,CLEAR SPRINGS H S,REGULAR INSTRUCTIONAL,,501 PALAMINO LN,LEAGUE CITY,TX,77573,501 PALAMINO LN,LEAGUE CITY,TX,77573,(281) 284-1300,(281) 284-1306,information@ccisd.net,www.ccisd.net,GAIL LOVE   ,'09-12,2463,Active,06/27/2007,3/14/2015 5:35:10 AM
