County Number,County Name,Region Number,District Number,District Name,District Type,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2014,School Number,School Name,Instruction Type,Charter Type,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2014,School Status,School Status Date,Update Date
'020,BRAZORIA COUNTY,'04,'020908,PEARLAND ISD,INDEPENDENT,P O BOX 7,PEARLAND,TX,77581-4209,1928 N MAIN,PEARLAND,TX,77581-3306,(281) 485-3203,(281) 412-1231,wellb@pearlandisd.org,www.pearlandisd.org,DR JOHN KELLY   ,20550,'020908115,ALEXANDER MIDDLE,REGULAR INSTRUCTIONAL,,3001 OLD ALVIN RD,PEARLAND,TX,77581,3001 OLD ALVIN RD,PEARLAND,TX,77581,(832) 736-6700,(281) 485-1115,nowellj@pearlandisd.org,,MR JIMMY NOWELL   ,'05-06,691,Active,08/10/2007,3/14/2015 5:35:01 AM
'020,BRAZORIA COUNTY,'04,'020910,DAMON ISD,INDEPENDENT,P O BOX 429,DAMON,TX,77430-0429,1211 MULCAHY ST COUNTY RD 264,DAMON,TX,77430-0429,(979) 742-3457,(979) 742-3275,drhodes@damonisd.net,www.damonisd.net,DR DONALD RHODES   ,189,'020910002,BRAZORIA CO J J A E P,JJAEP INSTRUCTIONAL,,P O BOX 429,DAMON,TX,77430-0429,1211 MULCAHY ST,DAMON,TX,77430-0429, , ,,,MR DAVID W DEMIGLIO   ,'06-12,0,Active,08/01/1996,3/14/2015 5:35:01 AM
'020,BRAZORIA COUNTY,'04,'020910,DAMON ISD,INDEPENDENT,P O BOX 429,DAMON,TX,77430-0429,1211 MULCAHY ST COUNTY RD 264,DAMON,TX,77430-0429,(979) 742-3457,(979) 742-3275,drhodes@damonisd.net,www.damonisd.net,DR DONALD RHODES   ,189,'020910101,DAMON ISD,REGULAR INSTRUCTIONAL,,P O BOX 429,DAMON,TX,77430-0429,1211 MULCAHY ST/COUNTY RD 264,DAMON,TX,77430-0429,(979) 742-3457,(979) 742-3275,drhodes@damonisd.net,www.damonisd.net,MR DAVID W DEMIGLIO   ,'EE-10,189,Active, ,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021803,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,CHARTER,410 BETHEL LN,BRYAN,TX,77802,410 BETHEL LN,BRYAN,TX,77802,(979) 268-8884,(979) 774-5039,kgreenwood@thebrazosschool.org,,DR KATY GREENWOOD   ,434,'021803001,BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY BRYAN/COL,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,410 BETHEL LN,BRYAN,TX,77802,410 BETHEL LN,BRYAN,TX,77802,(979) 774-5032,(979) 774-5039,cosgood@thebrazosschool.org,,MR CHRISTOPHER OSGOOD   ,'PK-08,134,Active,03/09/1999,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021803,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,CHARTER,410 BETHEL LN,BRYAN,TX,77802,410 BETHEL LN,BRYAN,TX,77802,(979) 268-8884,(979) 774-5039,kgreenwood@thebrazosschool.org,,DR KATY GREENWOOD   ,434,'021803102,BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY GANO,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,410 BETHEL LN,BRYAN,TX,77802,1055 W TIDWELL RD,HOUSTON,TX,77091,(713) 681-1960,(713) 681-1979,bward@thebrazosschool.org,,BARRY WARD   ,'PK-08,169,Active,09/21/2004,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021803,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,CHARTER,410 BETHEL LN,BRYAN,TX,77802,410 BETHEL LN,BRYAN,TX,77802,(979) 268-8884,(979) 774-5039,kgreenwood@thebrazosschool.org,,DR KATY GREENWOOD   ,434,'021803104,BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY SOUTHWEST,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,410 BETHEL LN,BRYAN,TX,77802,6400 SW FWY STE S,HOUSTON,TX,77074,(713) 952-4300,(713) 270-4510,trock@thebrazosschool.org,,TIFFANY ROCK   ,'PK-12,131,Active,09/21/2004,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021805,ARROW ACADEMY,CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,2423 EARL RUDDER FWY S STE 200,COLLEGE STATION,TX,77845,(979) 703-8820,(866) 871-1480,cassandra.dyson@arrowacademy.org,www.arrowacademy.org,MS CASSANDRA DYSON   ,844,'021805002,ARROW ACADEMY - ODYSSEY PREPARATORY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,8787 N HOUSTON ROSSLYN RD,HOUSTON,TX,77088,(713) 983-0165,(713) 983-0294,venora.goodie@arrowacademy.org,,VENORA GOODIE   ,'KG-08,119,Active,08/20/2012,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021805,ARROW ACADEMY,CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,2423 EARL RUDDER FWY S STE 200,COLLEGE STATION,TX,77845,(979) 703-8820,(866) 871-1480,cassandra.dyson@arrowacademy.org,www.arrowacademy.org,MS CASSANDRA DYSON   ,844,'021805041,ARROW ACADEMY - SAVE OUR STREETS CENTER,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1700 GROESBECK ST,BRYAN,TX,77803,1700 GROESBECK ST,BRYAN,TX,77803,(979) 703-1810,(797) 703-1834,john.forbis@arrowacademy.org,www.arrowacademy.org,JOHN FORBIS   ,'KG-06,76,Active,08/22/2011,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021805,ARROW ACADEMY,CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,2423 EARL RUDDER FWY S STE 200,COLLEGE STATION,TX,77845,(979) 703-8820,(866) 871-1480,cassandra.dyson@arrowacademy.org,www.arrowacademy.org,MS CASSANDRA DYSON   ,844,'021805101,ARROW ACADEMY - LIBERATION ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,401 PRESENT ST,MISSOURI CITY,TX,77489,401 PRESENT ST,MISSOURI CITY,TX,77489,(281) 969-7766,(281) 969-7762,audrey.sanders@arrowacademy.org,www.arrowacademy.org,MRS AUDREY SANDERS   ,'KG-05,136,Active,08/22/2011,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021805,ARROW ACADEMY,CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,2423 EARL RUDDER FWY S STE 200,COLLEGE STATION,TX,77845,(979) 703-8820,(866) 871-1480,cassandra.dyson@arrowacademy.org,www.arrowacademy.org,MS CASSANDRA DYSON   ,844,'021805102,ARROW ACADEMY - HARVEST PREPARATORY ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,17770 IMPERIAL VALLEY DR,HOUSTON,TX,77060,17770 IMPERIAL VALLEY DR,HOUSTON,TX,77060,(281) 872-5201,(281) 872-5206,nicole.mukes@arrowacademy.org,www.arrowacademy.org,MS NI'COLE MUKES DYSON   ,'KG-05,121,Active,08/22/2011,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021805,ARROW ACADEMY,CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,2423 EARL RUDDER FWY S STE 200,COLLEGE STATION,TX,77845,(979) 703-8820,(866) 871-1480,cassandra.dyson@arrowacademy.org,www.arrowacademy.org,MS CASSANDRA DYSON   ,844,'021805104,ARROW ACADEMY - LAS AMERICAS LEARNING CENTER,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,5808 RENWICK DR,HOUSTON,TX,77081,(832) 582-7327,(832) 582-7325,lillian.martinez@arrowacademy.org,,LILLIAN MARTINEZ   ,'KG-07,195,Active,08/27/2012,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021805,ARROW ACADEMY,CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,2423 EARL RUDDER FWY S STE 200,COLLEGE STATION,TX,77845,(979) 703-8820,(866) 871-1480,cassandra.dyson@arrowacademy.org,www.arrowacademy.org,MS CASSANDRA DYSON   ,844,'021805105,ARROW ACADEMY - CHAMPIONS ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,2113 CYPRESS LANDING DR,HOUSTON,TX,77090,(979) 703-8220,(979) 703-8220,kesha.fomby@arrowacademy.org,,KESHA FOMBY   ,'KG-05,118,Active,08/05/2014,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021805,ARROW ACADEMY,CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,2423 EARL RUDDER FWY S STE 200,COLLEGE STATION,TX,77845,(979) 703-8820,(866) 871-1480,cassandra.dyson@arrowacademy.org,www.arrowacademy.org,MS CASSANDRA DYSON   ,844,'021805106,ARROW ACADEMY - MCCORMACK HONORS ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,5874 BELLFORT ST,HOUSTON,TX,77033,(979) 703-8820,(979) 703-8820,darlene.breaux@arrowacademy.org,,KESHA FOMBY   ,'KG-05,79,Active,08/06/2014,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021805,ARROW ACADEMY,CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,2423 EARL RUDDER FWY S STE 200,COLLEGE STATION,TX,77845,(979) 703-8820,(866) 871-1480,cassandra.dyson@arrowacademy.org,www.arrowacademy.org,MS CASSANDRA DYSON   ,844,'021805107,ARROW ACADEMY - FORGE ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 12207,COLLEGE STATION,TX,77842,3435 DIXIE DR,HOUSTON,TX,77021,(979) 703-8820,(979) 703-8820,tale.lockett@arrowacademy.org,,TALE LOCKETT   ,'KG-03,0,Active,06/19/2014,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901001,A & M CONS H S,REGULAR INSTRUCTIONAL,,1801 HARVEY MITCHELL PKWY S,COLLEGE STATION,TX,77840-5198,1801 HARVEY MITCHELL PKWY S,COLLEGE STATION,TX,77840-5198,(979) 764-5500,(979) 693-0212,gelder@csisd.org,amchs.csisd.org,MRS GWEN ELDER   ,'09-12,1747,Active, ,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901002,CENTER FOR ALTERNATIVE LEARNING,ALTERNATIVE INSTRUCTIONAL,,105 TIMBER ST,COLLEGE STATION,TX,77840-3157,105 TIMBER ST,COLLEGE STATION,TX,77840-3157,(979) 764-5540,(979) 764-5564,mfmartinez@csisd.org,timber.csisd.org,MRS MARGIE MARTINEZ   ,'09-12,66,Active,07/01/1993,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901003,COLLEGE STATION H S,REGULAR INSTRUCTIONAL,,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 694-5800,(979) 764-5425,mmartindale@csisd.org,cshs.csisd.org,MR MIKE MARTINDALE   ,'09-12,1612,Active,08/27/2012,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901015,COLLEGE STATION JJAEP,JJAEP INSTRUCTIONAL,,1812 WELSH,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5415,(979) 764-5425,chester@csisd.org,,    ,'05-12,0,Active,06/21/2002,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901041,COLLEGE STATION MIDDLE,REGULAR INSTRUCTIONAL,,900 ROCK PRAIRIE RD,COLLEGE STATION,TX,77845-8353,900 ROCK PRAIRIE RD,COLLEGE STATION,TX,77845-8353,(979) 764-5545,(979) 764-5557,ohadnot@csisd.org,csms.csisd.org,MR OLIVER HADNOT   ,'07-08,866,Active, ,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901042,A & M CONSOLIDATED MIDDLE,REGULAR INSTRUCTIONAL,,105 HOLIK DR,COLLEGE STATION,TX,77840,105 HOLIK DR,COLLEGE STATION,TX,77840,(979) 764-5575,(979) 764-5577,ndixon@csisd.org,amcms.csisd.org,MR NKRUMAH DIXON   ,'07-08,903,Active,03/07/2000,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901101,SOUTH KNOLL EL,REGULAR INSTRUCTIONAL,,1220 BOSWELL ST,COLLEGE STATION,TX,77840-4398,1220 BOSWELL ST,COLLEGE STATION,TX,77840-4398,(979) 764-5580,(979) 764-5485,lrichter@csisd.org,sk.csisd.org,MS LAURA RICHTER   ,'EE-04,648,Active, ,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901102,COLLEGE HILLS EL,REGULAR INSTRUCTIONAL,,1101 WILLIAMS ST,COLLEGE STATION,TX,77840-2599,1101 WILLIAMS ST,COLLEGE STATION,TX,77840-2599,(979) 764-5565,(979) 764-5497,jhatfield@csisd.org,ch.csisd.org,MR JOSH HATFIELD   ,'EE-04,755,Active, ,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901104,SOUTHWOOD VALLEY EL,REGULAR INSTRUCTIONAL,,2700 BROTHERS BLVD,COLLEGE STATION,TX,77845-5330,2700 BROTHERS BLVD,COLLEGE STATION,TX,77845-5330,(979) 764-5590,(979) 764-5488,khamilton@csisd.org,swv.csisd.org,MRS KRISTIANA HAMILTON   ,'EE-04,680,Active, ,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901105,ROCK PRAIRIE EL,REGULAR INSTRUCTIONAL,,3400 WELSH AVE,COLLEGE STATION,TX,77845-7900,3400 WELSH AVE,COLLEGE STATION,TX,77845-7900,(979) 764-5570,(979) 764-5486,rjones@csisd.org,rp.csisd.org,MRS ROBYN JONES   ,'EE-04,730,Active,11/01/1989,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901107,PEBBLE CREEK EL,REGULAR INSTRUCTIONAL,,200 PARKVIEW DR,COLLEGE STATION,TX,77845-8956,200 PARKVIEW DR,COLLEGE STATION,TX,77845-8956,(979) 764-5595,(979) 764-5478,aroraback@csisd.org,pc.csisd.org,MRS ANNETTE RORABACK   ,'EE-04,560,Active,01/01/1995,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901108,FOREST RIDGE,REGULAR INSTRUCTIONAL,,1950 GREENS PRAIRIE RD W,COLLEGE STATION,TX,77845,1950 GREENS PRAIRIE RD W,COLLEGE STATION,TX,77845,(979) 694-5801,(979) 694-5805,tkatt@csisd.org,fr.csisd.org,MRS TERRESA KATT   ,'EE-04,657,Active,09/08/2005,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901109,CREEK VIEW EL,REGULAR INSTRUCTIONAL,,1001 EAGLE AVE,COLLEGE STATION,TX,77845,1001 EAGLE AVE,COLLEGE STATION,TX,77845,(979) 694-5890,(979) 694-5893,jdurand@cisd.org,cv.csisd.org,MR JEFF DURAND   ,'EE-04,706,Active,08/24/2009,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901110,GREENS PRAIRIE EL,REGULAR INSTRUCTIONAL,,4315 GREENS PRAIRIE TRAIL,COLLEGE STATION,TX,77845,4315 GREENS PRAIRIE TRAIL,COLLEGE STATION,TX,77845,(979) 694-5870,(979) 694-5871,dbairrington@csisd.org,gp.csisd.org,MRS DONNA BAIRRINGTON   ,'EE-04,780,Active,08/22/2011,3/14/2015 5:35:01 AM
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901111,SPRING CREEK EL,REGULAR INSTRUCTIONAL,,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,2450 BREWSTER DR,COLLEGE STATION,TX,77845,(979) 764-5455,(979) 764-5535,shickman@csisd.org,,MRS STORMY HICKMAN   ,'EE-04,0,Under Construction,06/30/2014,3/14/2015 5:35:01 AM
